353	Ricky Martin	3,568,196,300	432,369,723	278	0	8	52	139	15.09.22
354	Jessie J	3,563,453,628	62,274,328	117	1	7	33	97	13.09.22
355	Lost Frequencies	3,556,401,142	220,041,761	421	0	10	28	128	31.07.22
356	Danny Ocean	3,541,587,214	212,269,360	61	1	8	26	51	10.09.22
357	Maiara & Maraisa	3,531,976,169	696,402,369	156	0	12	65	153	10.08.22
358	Steve Aoki	3,527,393,369	1,573,332,853	437	0	6	68	220	31.07.22
359	Lil Mosey	3,517,585,999	510,562,639	50	1	5	34	49	31.07.22
360	Marc Anthony	3,504,819,748	1,787,712,041	197	0	8	66	146	08.09.22
361	H.E.R.	3,476,314,834	536,664,582	102	0	8	56	94	31.07.22
362	Nelly	3,464,996,085	590,547,737	211	0	9	33	101	15.09.22
363	Charli XCX	3,464,311,470	1,428,087,388	219	0	8	53	152	17.09.22
364	Pablo Alborán	3,437,809,914	249,490,424	173	0	8	62	162	16.09.22
365	2 Chainz	3,429,709,034	8,856,588,275	409	0	7	55	173	31.07.22
366	Train	3,423,789,545	1,222,045	185	1	8	22	86	31.07.22
367	Passenger	3,415,074,486	1,954,168	233	1	2	46	185	31.07.22
368	Lukas Graham	3,410,790,500	170,064,346	66	1	4	27	56	31.07.22
369	Tate McRae	3,404,101,082	4,605,712	53	1	8	34	51	20.09.22
370	CNCO	3,401,746,662	242,081,088	89	0	7	46	75	21.09.22
371	Mark Ronson	3,400,585,305	1,308,595,628	151	1	4	24	81	31.07.22
372	Foster The People	3,393,389,914	38,187,902	96	1	7	37	72	31.07.22
373	Calum Scott	3,392,200,109	31,956,312	84	0	6	26	63	31.07.22
374	Dire Straits	3,390,427,781	4,148,126	107	0	5	47	97	19.09.22
375	Alec Benjamin	3,389,530,976	35,922,216	46	1	8	33	45	26.08.22
376	Daniel Caesar	3,387,218,135	1,362,976,869	37	0	8	36	36	31.07.22
377	Bee Gees	3,383,127,730	66,041,717	470	0	6	37	114	27.08.22
378	Bryan Adams	3,365,887,458	156,485,067	394	0	8	37	135	10.09.22
379	Summer Walker	3,363,193,393	985,243,090	91	0	9	62	78	11.09.22
380	Trey Songz	3,357,005,694	1,425,682,954	268	0	7	58	185	16.09.22
381	Bob Dylan	3,352,960,099	240,578	1,308	0	6	47	332	13.09.22
382	Grupo Firme	3,348,434,531	590,914,515	205	0	8	59	136	31.07.22
383	Armin van Buuren	3,340,463,682	207,614,081	2,051	0	4	57	326	21.08.22
384	Rels B	3,327,775,726	160,465,882	107	0	5	72	105	31.07.22
385	Pentatonix	3,290,846,786	4,905,089	201	0	2	99	180	20.09.22
386	Boyce Avenue	3,287,510,482	178,343	450	0	3	78	352	20.09.22
387	Ski Mask The Slump God	3,276,018,075	1,230,946,971	73	0	7	44	71	19.09.22
388	R3HAB	3,274,814,964	1,477,724,780	336	0	4	67	219	31.07.22
389	LANY	3,270,335,409	291,133,196	86	0	8	63	83	17.08.22
390	Tainy	3,255,357,184	1,513,643,893	44	1	5	19	38	06.09.22
391	PARTYNEXTDOOR	3,243,038,851	1,883,084,007	80	0	9	48	80	31.07.22
392	La Arrolladora Banda El Limón De Rene Camacho	3,236,920,653	11,317,836	332	0	5	71	247	21.08.22
393	James Blunt	3,226,977,012	19,731,661	172	0	6	47	112	31.07.22
394	The Police	3,222,974,290	97,361	122	1	7	22	84	16.09.22
395	Cage The Elephant	3,219,794,411	0	109	0	6	45	85	14.08.22
396	Fetty Wap	3,217,362,515	1,630,164,505	138	0	7	36	88	06.08.22
397	Jeremy Zucker	3,215,507,829	147,246,349	96	0	8	37	87	31.07.22
398	Dean Lewis	3,212,555,492	1,869,366	48	1	6	28	41	31.07.22
399	John Williams	3,211,135,011	12,817,295	2,410	0	2	40	366	31.07.22
400	Bibi Blocksberg	3,207,503,226	154,866	5,203	0	0	1	657	08.07.22
401	ScHoolboy Q	3,196,303,156	2,020,804,789	89	0	8	50	85	21.09.22
402	Outkast	3,196,044,035	154,837,814	222	0	6	25	131	31.07.22
403	Becky Hill	3,194,644,880	23,192,168	195	0	10	29	89	16.09.22
404	Sam Hunt	3,189,888,914	26,562,318	61	0	8	34	56	31.07.22
405	Sigala	3,182,931,037	52,317,848	118	0	9	33	75	31.07.22
406	Carlos Vives	3,181,877,775	262,695,642	276	0	6	38	162	31.07.22
407	Jhené Aiko	3,178,645,401	2,799,659,597	114	0	7	69	99	19.09.22
408	Rudimental	3,160,482,589	23,161,213	208	0	6	30	116	31.07.22
409	Marvin Gaye	3,143,836,699	43,420,916	750	0	7	25	119	31.07.22
410	Offset	3,141,568,579	5,752,334,794	53	1	7	31	40	15.09.22
411	Stray Kids	3,129,531,116	32,142,579	169	0	5	98	162	21.09.22
412	Sam Feldt	3,107,699,941	274,381,835	173	0	6	54	124	31.07.22
413	Iron Maiden	3,103,589,124	0	426	0	7	50	270	19.09.22
414	Zac Brown Band	3,100,596,570	11,850,243	141	0	7	48	114	31.07.22
415	Jax Jones	3,080,700,501	346,138,053	89	0	12	21	56	31.07.22
416	ILLENIUM	3,076,454,009	159,133,075	218	0	4	57	156	31.07.22
417	Joan Sebastian	3,063,649,523	38,820,969	506	0	8	50	279	31.07.22
418	Hillsong Worship	3,062,386,056	0	847	0	4	73	336	31.07.22
419	Kali Uchis	3,061,225,759	1,688,838,045	68	0	4	49	64	21.09.22
420	RAF Camora	3,058,718,156	1,109,575,416	408	0	5	64	161	21.09.22
421	Skillet	3,050,996,601	51,241	195	0	7	50	123	01.09.22
422	Juanes	3,046,714,537	1,857,708,549	201	0	8	36	118	31.07.22
423	Blake Shelton	3,044,373,576	258,436,553	203	0	9	43	136	07.09.22
424	alt-J	3,025,145,409	1,235,847	145	0	8	41	94	31.07.22
425	Chris Stapleton	3,024,791,697	671,546,410	60	0	9	47	58	01.08.22
426	Lil Yachty	3,023,049,234	4,976,298,939	190	0	6	53	166	31.07.22
427	Quavo	3,022,133,428	10,169,785,611	85	0	8	49	71	14.09.22
428	Los Ángeles Azules	3,020,957,267	118,023,284	303	0	6	57	118	15.08.22
429	NLE Choppa	3,018,674,271	645,208,619	125	0	5	45	103	25.08.22
430	Feid	3,009,497,561	2,402,266,007	146	0	5	56	112	16.09.22
431	Journey	3,008,391,718	5,104	278	1	5	20	96	17.09.22
432	The Vamps	3,006,139,960	0	148	0	8	38	116	31.07.22
433	BROCKHAMPTON	3,002,168,774	0	113	0	5	72	109	31.07.22
434	Soda Stereo	3,000,230,369	8,038	198	0	5	55	174	18.09.22
435	The Black Keys	2,995,726,401	0	199	0	5	56	148	03.09.22
436	Liam Payne	2,990,601,102	16,921,292	51	0	8	17	39	19.09.22
437	Mike Posner	2,987,016,135	294,397,262	183	1	4	20	70	26.08.22
438	Weezer	2,970,962,554	5,793,317	271	0	4	49	201	24.08.22
439	Korn	2,968,839,699	10,675,742	293	0	5	50	206	05.09.22
440	El Alfa	2,966,087,446	631,942,739	193	0	9	48	139	16.09.22
441	Tim McGraw	2,964,965,833	61,871,037	318	0	7	55	131	11.08.22
442	Madison Beer	2,959,612,664	172,140,943	54	0	11	27	47	21.09.22
443	Imanbek	2,957,190,912	33,492,366	65	1	5	22	47	08.09.22
444	Rise Against	2,955,084,542	2,832	185	0	5	55	169	04.09.22
445	The Doors	2,953,574,273	40,108,907	724	0	7	48	142	11.09.22
446	Bonez MC	2,945,211,997	1,649,276,836	181	0	5	60	136	21.09.22
447	Maren Morris	2,940,819,852	557,005,819	68	1	6	24	56	31.07.22
448	Mau y Ricky	2,936,936,952	289,977,178	66	0	6	37	64	31.07.22
449	Maria Becerra	2,932,082,751	386,453,707	43	0	6	37	43	21.09.22
450	Bon Iver	2,928,247,210	1,033,581,632	50	0	7	37	45	31.07.22
451	Lunay	2,925,162,457	852,471,310	59	0	9	29	56	18.08.22
452	Carly Rae Jepsen	2,921,086,654	64,359,370	141	0	5	33	103	19.09.22
453	Why Don't We	2,917,638,636	89,148,716	99	0	8	58	87	19.08.22
454	Vicente Fernández	2,910,574,978	110,286,112	865	0	4	57	331	31.07.22
455	A$AP Ferg	2,903,470,782	1,231,473,289	96	0	6	45	89	11.09.22
456	PNL	2,902,530,908	0	72	0	5	67	72	21.09.22
457	Juan Gabriel	2,901,846,633	117,414,049	482	0	5	61	241	31.07.22
458	JP Cooper	2,895,291,874	93,642,193	144	0	4	32	93	31.07.22
459	The Cure	2,882,831,026	1,392,662	545	0	6	30	179	14.08.22
460	Mabel	2,874,150,906	6,356,039	145	0	7	22	83	30.08.22
461	Birdy	2,870,283,943	89,868,830	112	0	8	37	96	21.09.22
462	Papa Roach	2,861,296,786	47,604,194	236	0	4	43	154	31.07.22
463	MARINA	2,860,314,714	7,217,203	121	0	7	52	96	19.09.22
464	Jesse & Joy	2,856,285,668	372,360,483	124	0	11	40	92	20.09.22
465	T.I.	2,848,098,002	2,697,349,745	440	0	6	40	206	19.09.22
466	SAINt JHN	2,841,651,735	129,315,690	55	1	3	38	55	31.07.22
467	Bradley Cooper	2,832,555,130	379,310	12	1	4	10	10	18.09.22
468	Noah Cyrus	2,813,340,209	126,341,627	74	0	6	31	62	19.09.22
469	C. Tangana	2,808,496,289	163,895,171	81	0	9	50	79	18.09.22
470	MEDUZA	2,806,488,850	18,087,230	55	0	5	13	36	31.07.22
471	Ludovico Einaudi	2,791,367,383	1,864,671	565	0	5	55	262	31.07.22
472	Depeche Mode	2,784,128,682	412,040	709	0	3	44	275	08.09.22
473	Destiny's Child	2,775,187,867	18,586,700	183	0	8	20	89	17.09.22
474	Kenny Chesney	2,772,827,226	179,697,625	277	0	3	51	194	10.08.22
475	Paul McCartney	2,767,237,931	402,177,790	918	0	5	28	183	14.09.22
476	Norah Jones	2,759,730,744	132,320,973	298	0	4	59	152	20.09.22
477	Eric Church	2,759,312,007	301,094,645	286	0	4	53	116	31.07.22
478	Eric Clapton	2,754,331,470	205,326,155	698	0	6	31	236	21.09.22
479	Dave	2,749,490,108	126,885,703	62	0	8	51	61	08.09.22
480	KHEA	2,743,045,197	904,429,327	81	0	9	43	78	18.09.22
481	EXO	2,728,034,576	0	309	0	6	61	166	21.09.22
482	Simon & Garfunkel	2,718,178,664	0	172	0	5	25	123	19.09.22
483	TINI	2,717,301,467	322,919,508	71	0	8	35	65	19.09.22
484	Iggy Azalea	2,712,209,988	1,115,535,980	108	0	6	28	71	20.09.22
485	George Michael	2,703,100,036	30,472,174	185	0	4	33	119	19.09.22
486	Jay Wheeler	2,701,443,856	474,151,306	146	0	3	45	109	06.09.22
487	De La Ghetto	2,695,370,320	2,541,753,927	158	0	7	42	104	31.07.22
488	Nacho	2,692,139,444	377,113,292	151	0	8	26	60	26.08.22
489	bbno$	2,691,389,490	248,780,732	149	0	3	43	125	18.09.22
490	The Beach Boys	2,687,373,992	8,374,855	1,528	0	7	30	137	08.08.22
491	The Game	2,686,873,055	837,932,817	770	0	6	43	208	17.08.22
492	Bibi und Tina	2,680,606,898	0	3,509	0	0	5	707	30.06.22
493	Ufo361	2,676,667,284	636,699,213	236	0	0	73	192	08.09.22
494	R.E.M.	2,665,630,567	300,027	590	0	5	23	137	08.09.22
495	Aminé	2,661,288,241	160,119,292	72	0	4	40	71	06.08.22
496	Normani	2,658,470,073	106,029,809	17	1	4	15	17	12.09.22
497	AJR	2,649,403,045	125,590,810	86	0	5	38	61	18.08.22
498	Christina Perri	2,646,573,107	104,990,448	103	1	3	17	59	13.08.22
499	X Ambassadors	2,621,685,116	1,224,173,110	119	0	4	32	87	25.08.22
500	Breaking Benjamin	2,619,625,553	0	102	0	6	56	97	31.07.22
501	Earth, Wind & Fire	2,606,939,541	93,944,725	385	1	5	21	69	18.08.22
502	Hillsong UNITED	2,599,812,772	141,413,805	366	0	2	59	251	01.08.22
503	Rod Wave	2,598,143,018	72,180,826	136	0	3	70	134	08.09.22
504	SEVENTEEN	2,589,444,107	0	150	0	1	83	147	21.09.22
505	Nick Jonas	2,588,951,174	56,096,500	95	0	8	27	74	20.09.22
506	Rich The Kid	2,587,583,439	1,860,430,328	166	0	4	43	129	29.08.22
507	Jimi Hendrix	2,585,036,209	1,041,574	506	0	5	31	147	19.09.22
508	The Smiths	2,582,782,853	0	143	0	6	47	108	13.09.22
509	Dermot Kennedy	2,581,422,010	0	78	0	5	38	64	31.07.22
510	Milky Chance	2,580,709,652	8,400,414	88	1	4	35	74	31.07.22
511	Volbeat	2,579,498,906	0	205	0	5	51	152	31.07.22
512	Sabrina Carpenter	2,578,274,952	149,043,942	99	0	6	41	87	21.09.22
513	TOTO	2,575,874,146	3,027,807	391	1	4	11	88	08.08.22
514	Dimitri Vegas & Like Mike	2,572,306,129	102,871,980	267	0	4	61	147	31.07.22
515	Robbie Williams	2,557,179,105	22,418,993	429	0	6	39	200	17.09.22
516	Matoma	2,555,408,299	300,374,829	126	0	5	33	83	31.07.22
517	Years & Years	2,550,829,792	90,524,082	112	0	7	32	81	31.07.22
518	Mitski	2,547,259,202	23,137,320	73	0	6	51	72	19.09.22
519	Jon Bellion	2,543,285,648	344,351,614	84	0	5	45	80	31.07.22
520	The xx	2,542,777,584	10,468,775	77	0	5	39	67	31.07.22
521	Van Morrison	2,542,234,398	95,529,950	864	0	4	22	136	13.09.22
522	Nelly Furtado	2,534,235,066	287,364,576	211	0	6	17	61	15.09.22
523	Luciano	2,529,899,233	406,507,760	157	0	0	68	128	21.09.22
524	B.o.B	2,525,038,408	1,274,578,007	431	0	7	24	82	31.07.22
525	T-Pain	2,522,886,931	3,095,732,093	215	0	8	29	117	31.07.22
526	Lynyrd Skynyrd	2,519,169,676	599,968	362	0	4	18	79	07.09.22
527	Stormzy	2,500,482,085	997,592,500	69	0	7	49	67	21.08.22
528	Sfera Ebbasta	2,496,062,465	1,276,058,719	89	0	1	63	88	27.08.22
529	Rick Ross	2,491,175,711	4,970,243,020	340	0	4	48	203	31.07.22
530	Cali Y El Dandee	2,490,592,473	214,013,480	74	0	9	36	65	31.07.22
531	Kid Ink	2,489,130,300	2,816,280,604	198	0	8	41	134	31.07.22
532	Shinedown	2,479,535,960	13,718,335	197	0	6	52	133	04.09.22
533	Natanael Cano	2,475,463,509	225,114,570	135	0	6	50	128	12.09.22
534	Van Halen	2,466,995,848	24,281	207	0	6	28	120	19.09.22
535	Limp Bizkit	2,466,419,030	3,218,081	134	0	6	30	113	01.08.22
536	Samra	2,464,361,997	327,389,483	121	0	3	55	116	21.09.22
537	The Fray	2,463,436,621	4,486,342	98	0	5	23	61	31.07.22
538	The Cranberries	2,460,868,337	2,725,658	264	0	4	20	121	27.08.22
539	Damso	2,459,764,316	721,780,586	96	0	1	79	94	21.09.22
540	Black Sabbath	2,459,611,513	13,968,959	286	0	4	34	124	07.09.22
541	All Time Low	2,459,397,211	1,585,127	212	0	2	50	171	31.07.22
542	DNCE	2,458,758,461	54,841,242	36	1	4	19	35	31.07.22
543	El Fantasma	2,457,887,099	65,281,602	210	0	6	60	161	21.08.22
544	Aitana	2,434,809,460	19,978,838	75	0	7	38	71	21.09.22
545	Luan Santana	2,432,357,223	248,032,168	214	0	4	47	170	21.09.22
546	Andy Grammer	2,431,629,519	4,962,513	79	0	5	29	73	31.07.22
547	Rage Against The Machine	2,430,839,934	0	119	0	7	29	78	14.08.22
548	Juan Magán	2,428,032,283	871,230,826	208	0	5	42	111	31.07.22
549	KYLE	2,420,485,330	166,464,714	112	0	5	30	90	31.07.22
550	Keith Urban	2,416,463,388	380,461,137	205	0	6	40	123	21.08.22
551	Joel Corry	2,415,759,211	63,258,648	153	0	5	15	61	31.07.22
552	Daryl Hall & John Oates	2,405,798,697	33,973	555	0	6	13	60	31.07.22
553	Sabaton	2,399,679,054	0	313	0	2	73	171	15.09.22
554	MGMT	2,396,610,713	1,038,472,738	86	0	5	22	60	31.07.22
555	Kodaline	2,386,258,538	283,421,137	125	0	4	32	87	05.09.22
556	Aya Nakamura	2,386,108,307	151,618,177	68	0	5	38	68	19.09.22
557	Plan B	2,383,828,013	578,240,022	95	0	7	24	67	31.07.22
558	Rag'n'Bone Man	2,382,013,837	79,032,903	138	0	3	28	87	31.07.22
559	Shaggy	2,381,998,464	477,705,428	433	0	5	23	101	31.07.22
560	Of Monsters and Men	2,380,280,721	3,318,019	63	0	5	31	55	13.09.22
561	Rod Stewart	2,379,541,913	502,097,842	731	0	4	43	214	09.08.22
562	The White Stripes	2,377,686,382	0	172	1	3	25	113	11.08.22
563	Hollywood Undead	2,373,538,882	21,078,180	143	0	3	70	134	01.08.22
564	Mac DeMarco	2,366,844,862	75,712,651	150	0	4	39	113	18.09.22
565	Gerardo Ortiz	2,362,366,616	564,161,466	257	0	3	46	192	31.07.22
566	A Day To Remember	2,357,711,163	0	135	0	4	58	126	31.07.22
567	Quinn XCII	2,350,578,227	155,201,156	85	0	5	51	85	31.07.22
568	Ice Cube	2,344,900,860	287,402,247	292	0	5	23	166	31.07.22
569	Clairo	2,340,931,623	751,281,514	25	0	7	25	25	31.07.22
570	Swedish House Mafia	2,340,727,040	12,820,948	58	0	6	20	49	31.07.22
571	League of Legends	2,340,011,159	1,934,825,362	495	0	6	29	118	18.09.22
572	Eladio Carrion	2,339,040,331	404,020,084	147	0	4	60	137	13.09.22
573	Lofi Fruits Music	2,329,999,921	106,066,268	1,010	0	0	25	549	31.07.22
574	Prince	2,327,965,052	3,281,243	835	0	5	35	176	24.08.22
575	Os Barões Da Pisadinha	2,325,967,532	571,967,470	160	0	6	62	117	31.07.22
576	Brytiago	2,325,768,055	2,046,857,334	85	0	5	36	75	08.09.22
577	Casper Magico	2,324,673,947	194,400,208	95	0	5	21	69	31.07.22
578	José José	2,323,517,374	149,057,243	525	0	2	51	203	31.07.22
579	Evanescence	2,320,082,358	0	110	0	4	30	92	12.09.22
580	Sublime	2,317,831,260	0	219	0	5	32	120	31.07.22
581	Die drei !!!	2,317,017,983	0	3,275	0	0	1	313	31.07.22
582	Tom Odell	2,313,290,532	43,963,745	131	1	3	26	78	10.09.22
583	GIMS	2,311,019,564	294,623,436	179	0	4	47	156	31.07.22
584	Aretha Franklin	2,310,941,271	9,107,259	914	0	4	29	137	21.09.22
585	Chencho Corleone	2,307,620,270	1,850,768,207	21	0	6	15	21	11.09.22
586	Cigarettes After Sex	2,297,049,191	0	30	0	6	29	30	30.08.22
587	Bryant Myers	2,296,987,693	2,211,793,211	102	0	5	46	94	31.07.22
588	Red Velvet	2,296,946,688	15,013,329	131	0	5	34	114	21.09.22
589	Axwell /\ Ingrosso	2,295,622,491	0	47	1	5	17	39	31.07.22
590	George Strait	2,293,305,564	36,161,867	444	0	2	47	205	31.07.22
591	Carlos Rivera	2,291,158,958	507,636,763	210	0	5	45	146	31.07.22
592	Carrie Underwood	2,287,677,862	390,796,945	170	0	3	38	123	18.09.22
593	Enya	2,281,284,138	342,937,830	145	0	4	56	129	10.08.22
594	Pedro Capó	2,277,124,460	181,475,492	71	1	5	14	44	31.07.22
595	girl in red	2,264,464,619	6,043,639	29	0	6	25	29	15.09.22
596	Ozzy Osbourne	2,261,950,976	66,918,805	231	0	3	24	133	21.09.22
597	Scorpions	2,257,465,297	0	345	0	5	19	168	05.09.22
598	Nas	2,255,035,088	890,352,457	339	0	4	46	198	04.09.22
599	ODESZA	2,251,141,203	128,174,755	170	0	4	50	135	31.07.22
600	Joyner Lucas	2,250,754,960	146,002,559	87	0	6	37	81	11.09.22
601	Ali Gatie	2,236,769,112	2,270,763	54	0	4	20	42	19.08.22
602	Mustard	2,234,505,311	1,986,562,902	74	0	4	18	53	31.07.22
603	PnB Rock	2,228,993,718	1,859,997,166	116	0	5	35	87	12.09.22
604	Zoé	2,227,159,139	12,125,790	193	0	6	45	118	31.07.22
605	Goodboys	2,225,051,739	5,153,122	44	0	4	9	22	31.07.22
606	KISS	2,222,550,482	0	510	0	4	22	162	17.08.22
607	WALK THE MOON	2,213,255,179	103,849,073	98	1	3	24	58	31.07.22
608	Danna Paola	2,212,142,768	72,725,046	103	0	6	35	68	19.09.22
609	Don Diablo	2,200,628,570	105,584,811	248	0	1	59	134	31.07.22
610	Jorja Smith	2,195,160,357	465,601,602	81	0	4	39	63	31.07.22
611	Los Tigres Del Norte	2,195,087,945	182,374,635	639	0	1	49	264	31.07.22
612	Gryffin	2,193,509,712	482,869,625	146	0	6	32	93	31.07.22
613	RAYE	2,192,939,509	575,319,981	95	0	4	27	60	31.07.22
614	Junior H	2,190,309,741	300,889,299	104	0	5	42	103	12.09.22
615	The Smashing Pumpkins	2,172,954,938	0	418	0	6	28	140	19.09.22
616	Sum 41	2,172,099,956	7,414,337	128	0	5	34	98	31.07.22
617	Alan Jackson	2,168,305,190	90,085,724	269	0	2	41	178	11.08.22
618	Marco Antonio Solís	2,167,056,600	686,549,494	201	0	5	44	151	31.07.22
619	WILLOW	2,162,026,224	405,412,770	76	0	3	19	74	16.09.22
620	Ella Mai	2,161,392,693	334,957,558	52	0	6	38	50	11.09.22
621	Marilyn Manson	2,156,699,936	56,980,790	227	0	4	38	175	31.07.22
622	Joey Bada$$	2,149,110,284	767,949,252	119	0	4	48	108	11.09.22
623	Lord Huron	2,147,142,104	0	76	1	3	29	69	31.07.22
624	Sleeping At Last	2,146,420,809	727,285	298	0	5	44	187	01.08.22
625	Astrid S	2,145,022,194	131,055,141	107	0	5	37	81	04.09.22
626	TKKG	2,141,387,313	0	4,398	0	0	0	37	31.07.22
627	Sido	2,141,006,547	522,502,437	368	0	2	52	189	31.07.22
628	TOMORROW X TOGETHER	2,136,382,863	0	69	0	6	47	65	10.09.22
629	Colbie Caillat	2,133,775,510	126,624,751	105	0	4	19	91	15.09.22
630	Banda El Recodo	2,127,016,589	2,232,807	601	0	3	49	194	01.08.22
631	Rascal Flatts	2,124,400,562	53,441,983	248	0	5	31	121	31.07.22
632	Dolly Parton	2,122,503,850	173,626,251	978	0	4	18	153	09.08.22
633	3 Doors Down	2,122,358,023	631,510	144	0	3	19	103	31.07.22
634	Stromae	2,121,746,087	61,251,850	57	0	4	33	48	20.09.22
635	Wale	2,117,359,552	1,520,275,780	353	0	4	39	157	07.09.22
636	Moneybagg Yo	2,117,349,736	1,313,168,750	266	0	1	55	200	31.07.22
637	Electric Light Orchestra	2,112,872,480	696,381	305	0	4	22	130	31.07.22
638	Two Door Cinema Club	2,112,307,879	1,980,119	142	0	4	30	91	12.08.22
639	Hardwell	2,109,914,592	360,947,672	462	0	1	52	168	31.07.22
640	Brent Faiyaz	2,107,146,096	905,946,624	63	0	7	39	63	31.07.22
641	Chase Atlantic	2,105,375,619	11,762,990	75	0	4	46	72	31.07.22
642	Kontra K	2,103,318,066	219,924,638	301	0	1	51	182	31.07.22
643	iann dior	2,102,922,842	2,291,368,890	55	0	5	32	53	31.07.22
644	Powfu	2,092,377,791	186,520,817	73	1	1	20	72	31.07.22
645	Bethel Music	2,092,086,801	0	312	0	0	50	260	31.07.22
646	Louis Tomlinson	2,090,309,081	0	43	0	4	21	30	20.09.22
647	JID	2,089,652,973	797,904,614	70	0	4	30	69	07.09.22
648	The Clash	2,085,949,767	0	223	0	3	22	99	08.09.22
649	Noriel	2,083,887,397	1,469,283,474	94	0	4	36	85	31.07.22
650	gnash	2,083,638,974	303,083,754	84	1	2	26	61	31.07.22
651	MC Kevinho	2,082,054,602	296,844,156	74	0	5	35	59	31.07.22
652	David Bisbal	2,078,820,031	432,972,620	248	0	4	33	124	03.08.22
653	Pharrell Williams	2,077,074,226	6,537,561,403	110	1	3	24	62	31.07.22
654	Kacey Musgraves	2,071,969,800	151,172,367	127	0	5	44	94	21.09.22
655	Gera MX	2,071,389,389	527,168,213	184	0	1	55	151	28.08.22
656	Luísa Sonza	2,068,564,215	9,401,615	66	0	5	39	56	20.09.22
657	Leon Bridges	2,064,776,224	809,960,704	78	0	5	42	77	31.07.22
658	Chief Keef	2,064,287,110	625,082,456	575	0	5	25	204	18.09.22
659	Martin Jensen	2,063,060,185	304,861,454	79	0	4	24	55	31.07.22
660	Annie Lennox	2,062,340,171	9,754,428	306	0	3	23	86	02.09.22
661	Ruth B.	2,057,984,888	0	48	0	5	13	35	31.07.22
662	NEFFEX	2,056,583,318	824,121	213	0	3	40	190	31.07.22
663	Duran Duran	2,052,957,469	0	483	0	5	28	93	09.08.22
664	Jaden	2,050,432,169	1,460,830,445	110	0	2	41	103	31.07.22
665	Bing Crosby	2,043,924,592	8,462,632	1,345	0	7	27	75	31.07.22
666	Seeb	2,043,477,578	1,673,715,968	112	0	5	24	59	31.07.22
667	Ms. Lauryn Hill	2,040,646,969	353,528,858	89	0	5	26	56	11.08.22
668	Arizona Zervas	2,039,690,926	35,697,483	37	1	2	15	36	31.07.22
669	Santa Fe Klan	2,039,138,179	541,493,142	217	0	5	43	130	18.08.22
670	Miracle Tones	2,031,004,961	0	126	0	0	72	116	31.07.22
671	Regard	2,029,133,220	0	42	1	4	11	29	31.07.22
672	Westlife	2,026,058,221	39,635	231	0	3	40	147	09.09.22
673	The Kooks	2,024,254,904	0	249	0	5	29	103	11.09.22
674	Mike WiLL Made-It	2,021,477,415	345,422,787	144	0	6	30	71	15.08.22
675	Elevation Worship	2,019,584,095	22,054,975	255	0	2	45	195	31.07.22
676	Internet Money	2,018,584,676	372,681,646	43	1	5	17	27	31.07.22
677	M83	2,015,140,978	16,290,793	237	0	3	22	115	31.07.22
678	Portugal. The Man	2,003,183,409	50,754,902	195	1	1	28	89	31.07.22
679	R. Kelly	2,002,013,664	409,379,157	363	0	2	31	200	31.07.22
680	Saweetie	2,000,089,741	595,752,335	73	0	4	26	60	01.09.22
681	Dilsinho	1,996,437,258	411,783,927	195	0	5	39	148	12.09.22
682	Charlie Brown Jr.	1,995,556,424	39,048,849	278	0	4	35	197	17.08.22
683	Ha*Ash	1,989,802,115	490,646,007	131	0	4	39	98	01.09.22
684	Gwen Stefani	1,988,899,782	1,073,941,569	99	0	4	17	69	17.09.22
685	Mötley Crüe	1,986,516,487	0	238	0	5	27	95	19.09.22
686	Jessie Reyez	1,982,350,944	512,534,113	73	0	4	25	56	16.09.22
687	Owl City	1,980,070,565	93,709,322	111	0	2	28	106	31.07.22
688	Apache 207	1,977,481,576	126,206,018	46	0	5	36	46	31.07.22
689	Nekfeu	1,977,245,131	518,867,756	98	0	0	67	92	20.08.22
690	Queens of the Stone Age	1,973,861,331	0	140	0	5	44	108	31.07.22
691	Cosculluela	1,973,500,286	1,068,089,499	159	0	5	29	95	31.07.22
692	Keane	1,971,059,662	607,099	197	0	2	25	105	31.07.22
693	Tee Grizzley	1,970,417,387	196,499,343	145	0	3	30	126	31.07.22
694	Ezhel	1,969,446,772	194,725,091	64	0	3	50	60	08.09.22
695	Gigi D'Agostino	1,961,013,546	1,153,536	423	1	3	10	38	31.07.22
696	DMX	1,959,946,681	264,430,121	304	0	4	23	97	31.07.22
697	Bruno & Marrone	1,959,875,993	230,637,427	428	0	2	39	219	31.07.22
698	Yung Gravy	1,959,097,379	10,002,713	78	0	6	33	75	18.09.22
699	Desiigner	1,955,514,520	548,795,846	55	1	2	14	41	31.07.22
700	Timmy Trumpet	1,954,597,157	104,577,459	183	0	3	44	111	31.07.22
701	Thirty Seconds To Mars	1,954,498,523	47,931,016	84	0	4	34	75	04.09.22
702	Denzel Curry	1,952,649,461	528,744,853	137	0	4	50	110	06.09.22
703	Jay Chou	1,951,129,090	28,029,086	327	0	0	54	189	31.07.22
704	Chelsea Cutler	1,950,899,986	452,181,568	95	0	4	33	84	31.07.22
705	Alex Rose	1,949,166,634	537,789,626	82	0	4	26	65	31.07.22
706	Olly Murs	1,946,478,736	47,818,752	179	0	4	23	114	16.09.22
707	Vampire Weekend	1,945,573,015	0	74	0	2	45	67	31.07.22
708	Miranda Lambert	1,943,726,819	213,039,015	208	0	5	31	165	21.09.22
709	Niska	1,942,082,102	647,294,492	107	0	1	56	105	21.09.22
