Seek & Destroy (Live at the Aragon Ballroom, Chicago, IL - May 25th, 1986);Master of Puppets;Metallica;
Creeping Death (Live at the Aragon Ballroom, Chicago, IL - May 25th, 1986);Master of Puppets;Metallica;data/lyrics/Metallica-creeping-death.txt
The Four Horsemen (Live at the Aragon Ballroom, Chicago, IL - May 25th, 1986);Master of Puppets;Metallica;data/lyrics/Metallica-the-four-horsemen.txt
Guitar Solo (Live at the Aragon Ballroom, Chicago, IL - May 25th, 1986);Master of Puppets;Metallica;
Am I Evil? (Live at the Aragon Ballroom, Chicago, IL - May 25th, 1986);Master of Puppets;Metallica;data/lyrics/Metallica-am-i-evil.txt
Whiplash (Live at the Aragon Ballroom, Chicago, IL - May 25th, 1986);Master of Puppets;Metallica;data/lyrics/Metallica-whiplash.txt
Battery (October 1985, Work in Progress Rough Mix);Master of Puppets;Metallica;data/lyrics/Metallica-battery.txt
Master of Puppets (November 1985, Work in Progress Rough Mix);Master of Puppets;Metallica;data/lyrics/Metallica-master-of-puppets.txt
The Thing That Should Not Be (December 1985, Work in Progress Rough Mix);Master of Puppets;Metallica;data/lyrics/Metallica-the-thing-that-should-not-be.txt
Welcome Home (Sanitarium) (November 1985, Work in Progress Rough Mix);Master of Puppets;Metallica;
Disposable Heroes (November 1985, Work in Progress Rough Mix);Master of Puppets;Metallica;data/lyrics/Metallica-disposable-heroes.txt
Leper Messiah (December 1985, Work in Progress Rough Mix);Master of Puppets;Metallica;data/lyrics/Metallica-leper-messiah.txt
Orion (November 1985, Work in Progress Rough Mix);Master of Puppets;Metallica;data/lyrics/Metallica-orion.txt
Damage, Inc. (October 1985, Work in Progress Rough Mix);Master of Puppets;Metallica;data/lyrics/Metallica-damage-inc.txt
The Money Will Roll Right In (Work in Progress Rough Mix);Master of Puppets;Metallica;
The Prince (Work in Progress Rough Mix);Master of Puppets;Metallica;data/lyrics/Metallica-the-prince.txt
Battery (1985, from James' Riff Tapes);Master of Puppets;Metallica;data/lyrics/Metallica-battery.txt
Battery (1985, from James' Riff Tapes II);Master of Puppets;Metallica;data/lyrics/Metallica-battery.txt
Master of Puppets (1985, from Kirk's Riff Tapes);Master of Puppets;Metallica;data/lyrics/Metallica-master-of-puppets.txt
Master of Puppets (1985, from James' Riff Tapes);Master of Puppets;Metallica;data/lyrics/Metallica-master-of-puppets.txt
Master of Puppets (1985, from James' Riff Tapes II);Master of Puppets;Metallica;data/lyrics/Metallica-master-of-puppets.txt
The Thing That Should Not Be (1985, from James' Riff Tapes);Master of Puppets;Metallica;data/lyrics/Metallica-the-thing-that-should-not-be.txt
Welcome Home (Sanitarium) (1985, from James' Riff Tapes);Master of Puppets;Metallica;
Welcome Home (Sanitarium) (1985, from James' Riff Tapes II);Master of Puppets;Metallica;
Disposable Heroes (1985, from Kirk's Riff Tapes);Master of Puppets;Metallica;data/lyrics/Metallica-disposable-heroes.txt
Disposable Heroes (1985, from James' Riff Tapes);Master of Puppets;Metallica;data/lyrics/Metallica-disposable-heroes.txt
Leper Messiah (1985, from James' Riff Tapes);Master of Puppets;Metallica;data/lyrics/Metallica-leper-messiah.txt
Leper Messiah (1985, from James' Riff Tapes II);Master of Puppets;Metallica;data/lyrics/Metallica-leper-messiah.txt
Orion (1985, from James' Riff Tapes);Master of Puppets;Metallica;data/lyrics/Metallica-orion.txt
Damage, Inc. (1985, from James' Riff Tapes);Master of Puppets;Metallica;data/lyrics/Metallica-damage-inc.txt
Disposable Heroes (May 1985, Writing in Progress);Master of Puppets;Metallica;data/lyrics/Metallica-disposable-heroes-may-1985-writing-in-progress.txt
Battery (May 1985, Writing in Progress);Master of Puppets;Metallica;data/lyrics/Metallica-battery.txt
Welcome Home (Sanitarium) (May 1985, Writing in Progress);Master of Puppets;Metallica;
Disposable Heroes (May 1985, Writing in Progress II);Master of Puppets;Metallica;data/lyrics/Metallica-disposable-heroes.txt
Right In Time;Car Wheels on a Gravel Road;Lucinda Williams;data/lyrics/Lucinda-williams-right-in-time.txt
Car Wheels On A Gravel Road;Car Wheels on a Gravel Road;Lucinda Williams;data/lyrics/Lucinda-williams-car-wheels-on-a-gravel-road.txt
2 Kool 2 Be 4-Gotten;Car Wheels on a Gravel Road;Lucinda Williams;
Drunken Angel;Car Wheels on a Gravel Road;Lucinda Williams;data/lyrics/Lucinda-williams-drunken-angel.txt
Concrete And Barbed Wire;Car Wheels on a Gravel Road;Lucinda Williams;data/lyrics/Lucinda-williams-concrete-and-barbed-wire.txt
Lake Charles;Car Wheels on a Gravel Road;Lucinda Williams;data/lyrics/Lucinda-williams-lake-charles.txt
Can't Let Go;Car Wheels on a Gravel Road;Lucinda Williams;data/lyrics/Lucinda-williams-cant-let-go.txt
I Lost It;Car Wheels on a Gravel Road;Lucinda Williams;data/lyrics/Lucinda-williams-i-lost-it.txt
Metal Firecracker;Car Wheels on a Gravel Road;Lucinda Williams;data/lyrics/Lucinda-williams-metal-firecracker.txt
Greenville;Car Wheels on a Gravel Road;Lucinda Williams;data/lyrics/Lucinda-williams-greenville.txt
Still I Long For Your Kiss;Car Wheels on a Gravel Road;Lucinda Williams;data/lyrics/Lucinda-williams-still-i-long-for-your-kiss.txt
Joy;Car Wheels on a Gravel Road;Lucinda Williams;data/lyrics/Lucinda-williams-joy.txt
Jackson;Car Wheels on a Gravel Road;Lucinda Williams;data/lyrics/Lucinda-williams-jackson.txt
State Of Grace (Taylor's Version);Red;Taylor Swift;data/lyrics/Taylor-swift-state-of-grace-taylors-version.txt
Red (Taylor's Version);Red;Taylor Swift;data/lyrics/Taylor-swift-red-taylors-version.txt
Treacherous (Taylor's Version);Red;Taylor Swift;data/lyrics/Taylor-swift-treacherous-taylors-version.txt
I Knew You Were Trouble (Taylor's Version);Red;Taylor Swift;data/lyrics/Taylor-swift-i-knew-you-were-trouble-taylors-version.txt
All Too Well (Taylor's Version);Red;Taylor Swift;data/lyrics/Taylor-swift-all-too-well-taylors-version.txt
22 (Taylor's Version);Red;Taylor Swift;data/lyrics/Taylor-swift-22-taylors-version.txt
I Almost Do (Taylor's Version);Red;Taylor Swift;data/lyrics/Taylor-swift-i-almost-do-taylors-version.txt
We Are Never Ever Getting Back Together (Taylor's Version);Red;Taylor Swift;data/lyrics/Taylor-swift-we-are-never-ever-getting-back-together-taylors-version.txt
Stay Stay Stay (Taylor's Version);Red;Taylor Swift;data/lyrics/Taylor-swift-stay-stay-stay-taylors-version.txt
The Last Time (feat. Gary Lightbody of Snow Patrol) (Taylor’s Version);Red;Taylor Swift;data/lyrics/Taylor-swift-the-last-time.txt
Holy Ground (Taylor's Version);Red;Taylor Swift;data/lyrics/Taylor-swift-holy-ground-taylors-version.txt
Sad Beautiful Tragic (Taylor's Version);Red;Taylor Swift;data/lyrics/Taylor-swift-sad-beautiful-tragic-taylors-version.txt
The Lucky One (Taylor's Version);Red;Taylor Swift;data/lyrics/Taylor-swift-the-lucky-one-taylors-version.txt
Everything Has Changed (feat. Ed Sheeran) (Taylor’s Version);Red;Taylor Swift;data/lyrics/Taylor-swift-everything-has-changed.txt
Starlight (Taylor's Version);Red;Taylor Swift;data/lyrics/Taylor-swift-starlight-taylors-version.txt
Begin Again (Taylor's Version);Red;Taylor Swift;data/lyrics/Taylor-swift-begin-again-taylors-version.txt
The Moment I Knew (Taylor's Version);Red;Taylor Swift;data/lyrics/Taylor-swift-the-moment-i-knew-taylors-version.txt
Come Back...Be Here (Taylor's Version);Red;Taylor Swift;
Girl At Home (Taylor's Version);Red;Taylor Swift;data/lyrics/Taylor-swift-girl-at-home-taylors-version.txt
State Of Grace (Acoustic Version) (Taylor's Version);Red;Taylor Swift;data/lyrics/Taylor-swift-state-of-grace-acoustic-version-taylors-version.txt
Ronan (Taylor's Version);Red;Taylor Swift;data/lyrics/Taylor-swift-ronan-taylors-version.txt
Better Man (Taylor's Version) (From The Vault);Red;Taylor Swift;data/lyrics/Taylor-swift-better-man-taylors-version-from-the-vault.txt
Nothing New (feat. Phoebe Bridgers) (Taylor’s Version) (From The Vault);Red;Taylor Swift;
Babe (Taylor's Version) (From The Vault);Red;Taylor Swift;data/lyrics/Taylor-swift-babe-taylors-version-from-the-vault.txt
Message In A Bottle (Taylor's Version) (From The Vault);Red;Taylor Swift;data/lyrics/Taylor-swift-message-in-a-bottle-taylors-version-from-the-vault.txt
I Bet You Think About Me (feat. Chris Stapleton) (Taylor’s Version) (From The Vault);Red;Taylor Swift;data/lyrics/Taylor-swift-i-bet-you-think-about-me.txt
Forever Winter (Taylor's Version) (From The Vault);Red;Taylor Swift;data/lyrics/Taylor-swift-forever-winter-taylors-version-from-the-vault.txt
Run (feat. Ed Sheeran) (Taylor’s Version) (From The Vault);Red;Taylor Swift;data/lyrics/Taylor-swift-run.txt
The Very First Night (Taylor's Version) (From The Vault);Red;Taylor Swift;data/lyrics/Taylor-swift-the-very-first-night-taylors-version-from-the-vault.txt
All Too Well (10 Minute Version) (Taylor's Version) (From The Vault);Red;Taylor Swift;data/lyrics/Taylor-swift-all-too-well-10-minute-version-taylors-version-from-the-vault.txt
Tears Of Rage - Remastered;Music from Big Pink;The Band;data/lyrics/The-band-tears-of-rage.txt
To Kingdom Come - Remastered;Music from Big Pink;The Band;data/lyrics/The-band-to-kingdom-come.txt
In A Station - Remastered;Music from Big Pink;The Band;data/lyrics/The-band-in-a-station.txt
Caledonia Mission - Remastered;Music from Big Pink;The Band;data/lyrics/The-band-caledonia-mission.txt
The Weight - Remastered 2000;Music from Big Pink;The Band;data/lyrics/The-band-the-weight.txt
We Can Talk - Remastered;Music from Big Pink;The Band;data/lyrics/The-band-we-can-talk.txt
Long Black Veil - Remastered;Music from Big Pink;The Band;data/lyrics/The-band-long-black-veil.txt
Chest Fever - Remastered;Music from Big Pink;The Band;data/lyrics/The-band-chest-fever.txt
Lonesome Suzie - Remastered;Music from Big Pink;The Band;data/lyrics/The-band-lonesome-suzie.txt
This Wheel's On Fire - Remastered;Music from Big Pink;The Band;data/lyrics/The-band-this-wheels-on-fire.txt
I Shall Be Released - Remastered;Music from Big Pink;The Band;data/lyrics/The-band-i-shall-be-released.txt
Black Dog - Remaster;Led Zeppelin;Led Zeppelin;data/lyrics/Led-zeppelin-black-dog.txt
Rock and Roll - Remaster;Led Zeppelin;Led Zeppelin;data/lyrics/Led-zeppelin-rock-and-roll.txt
The Battle of Evermore - Remaster;Led Zeppelin;Led Zeppelin;data/lyrics/Led-zeppelin-the-battle-of-evermore.txt
Stairway to Heaven - Remaster;Led Zeppelin;Led Zeppelin;data/lyrics/Led-zeppelin-stairway-to-heaven.txt
Misty Mountain Hop - Remaster;Led Zeppelin;Led Zeppelin;data/lyrics/Led-zeppelin-misty-mountain-hop.txt
Four Sticks - Remaster;Led Zeppelin;Led Zeppelin;data/lyrics/Led-zeppelin-four-sticks.txt
Going to California - Remaster;Led Zeppelin;Led Zeppelin;data/lyrics/Led-zeppelin-going-to-california.txt
When the Levee Breaks - Remaster;Led Zeppelin;Led Zeppelin;data/lyrics/Led-zeppelin-when-the-levee-breaks.txt
Black Dog - Basic Track with Guitar Overdubs;Led Zeppelin;Led Zeppelin;data/lyrics/Led-zeppelin-black-dog-basic-track-with-guitar-overdubs.txt
Rock and Roll - Alternate Mix;Led Zeppelin;Led Zeppelin;data/lyrics/Led-zeppelin-rock-and-roll-alternate-mix.txt
The Battle of Evermore - Mandolin / Guitar Mix from Headley Grange;Led Zeppelin;Led Zeppelin;data/lyrics/Led-zeppelin-the-battle-of-evermore-mandolin-guitar-mix-from-headley-grange.txt
Stairway to Heaven - Sunset Sound Mix;Led Zeppelin;Led Zeppelin;data/lyrics/Led-zeppelin-stairway-to-heaven-sunset-sound-mix.txt
Misty Mountain Hop - Alternate Mix;Led Zeppelin;Led Zeppelin;data/lyrics/Led-zeppelin-misty-mountain-hop-alternate-mix.txt
Four Sticks - Alternate Mix;Led Zeppelin;Led Zeppelin;data/lyrics/Led-zeppelin-four-sticks-alternate-mix.txt
Going to California - Mandolin / Guitar Mix;Led Zeppelin;Led Zeppelin;data/lyrics/Led-zeppelin-going-to-california-mandolin-guitar-mix.txt
When the Levee Breaks - Alternate UK Mix in Progress;Led Zeppelin;Led Zeppelin;data/lyrics/Led-zeppelin-when-the-levee-breaks-alternate-uk-mix-in-progress.txt
Janie Jones - Remastered;The Clash;The Clash;data/lyrics/The-clash-janie-jones.txt
Remote Control - Remastered;The Clash;The Clash;data/lyrics/The-clash-remote-control.txt
I'm so Bored with the U.S.A. - Remastered;The Clash;The Clash;data/lyrics/The-clash-im-so-bored-with-the-usa.txt
White Riot - Remastered;The Clash;The Clash;data/lyrics/The-clash-white-riot.txt
Hate & War - Remastered;The Clash;The Clash;
What's My Name - Remastered;The Clash;The Clash;data/lyrics/The-clash-whats-my-name.txt
Deny - Remastered;The Clash;The Clash;data/lyrics/The-clash-deny.txt
London's Burning - Remastered;The Clash;The Clash;data/lyrics/The-clash-londons-burning.txt
Career Opportunities - Remastered;The Clash;The Clash;data/lyrics/The-clash-career-opportunities.txt
Cheat - Remastered;The Clash;The Clash;data/lyrics/The-clash-cheat.txt
Protex Blue - Remastered;The Clash;The Clash;data/lyrics/The-clash-protex-blue.txt
Police & Thieves - Remastered;The Clash;The Clash;
48 Hours - Remastered;The Clash;The Clash;data/lyrics/The-clash-48-hours.txt
Garageland - Remastered;The Clash;The Clash;data/lyrics/The-clash-garageland.txt
Brown Sugar - 2009 Remaster;Sticky Fingers;The Rolling Stones;data/lyrics/The-rolling-stones-brown-sugar.txt
Sway - 2009 Mix;Sticky Fingers;The Rolling Stones;data/lyrics/The-rolling-stones-sway.txt
Wild Horses - 2009 Mix;Sticky Fingers;The Rolling Stones;data/lyrics/The-rolling-stones-wild-horses.txt
Can't You Hear Me Knocking - 2009 Mix;Sticky Fingers;The Rolling Stones;data/lyrics/The-rolling-stones-cant-you-hear-me-knocking.txt
You Gotta Move - 2009 Mix;Sticky Fingers;The Rolling Stones;data/lyrics/The-rolling-stones-you-gotta-move.txt
Bitch - 2009 Mix;Sticky Fingers;The Rolling Stones;data/lyrics/The-rolling-stones-bitch.txt
I Got The Blues - 2009 Mix;Sticky Fingers;The Rolling Stones;data/lyrics/The-rolling-stones-i-got-the-blues.txt
Sister Morphine - 2009 Mix;Sticky Fingers;The Rolling Stones;data/lyrics/The-rolling-stones-sister-morphine.txt
Dead Flowers - 2009 Mix;Sticky Fingers;The Rolling Stones;data/lyrics/The-rolling-stones-dead-flowers.txt
Moonlight Mile - 2009 Mix;Sticky Fingers;The Rolling Stones;data/lyrics/The-rolling-stones-moonlight-mile.txt
Statesboro Blues - Live At Fillmore East, March 13, 1971;At Fillmore East;The Allman Brothers Band;data/lyrics/The-allman-brothers-band-statesboro-blues.txt
Done Somebody Wrong - Live At The Fillmore East, March 1971;At Fillmore East;The Allman Brothers Band;data/lyrics/The-allman-brothers-band-done-somebody-wrong.txt
Stormy Monday - Live At Fillmore East, March 13, 1971;At Fillmore East;The Allman Brothers Band;data/lyrics/The-allman-brothers-band-stormy-monday.txt
You Don't Love Me - Live At Fillmore East, March 12, 1971;At Fillmore East;The Allman Brothers Band;data/lyrics/The-allman-brothers-band-you-dont-love-me.txt
Hot 'Lanta - Live At Fillmore East, March 13, 1971;At Fillmore East;The Allman Brothers Band;data/lyrics/The-allman-brothers-band-hot-lanta.txt
In Memory Of Elizabeth Reed - Live At Fillmore East, March 12, 1971;At Fillmore East;The Allman Brothers Band;data/lyrics/The-allman-brothers-band-in-memory-of-elizabeth-reed.txt
Whipping Post - Live At The Fillmore East, March 1971;At Fillmore East;The Allman Brothers Band;data/lyrics/The-allman-brothers-band-whipping-post.txt
Violet;Live Through This;Hole;data/lyrics/Hole-violet.txt
Miss World;Live Through This;Hole;data/lyrics/Hole-miss-world.txt
Plump;Live Through This;Hole;data/lyrics/Hole-plump.txt
Asking For It;Live Through This;Hole;data/lyrics/Hole-asking-for-it.txt
Jennifer's Body;Live Through This;Hole;data/lyrics/Hole-jennifers-body.txt
Doll Parts;Live Through This;Hole;data/lyrics/Hole-doll-parts.txt
Credit In The Straight World;Live Through This;Hole;data/lyrics/Hole-credit-in-the-straight-world.txt
Softer, Softest;Live Through This;Hole;data/lyrics/Hole-softer-softest.txt
She Walks On Me;Live Through This;Hole;data/lyrics/Hole-she-walks-on-me.txt
I Think That I Would Die;Live Through This;Hole;data/lyrics/Hole-i-think-that-i-would-die.txt
Gutless;Live Through This;Hole;data/lyrics/Hole-gutless.txt
Rock Star;Live Through This;Hole;data/lyrics/Hole-rock-star.txt
See No Evil;Marquee Moon;Television;data/lyrics/Television-see-no-evil.txt
Venus;Marquee Moon;Television;data/lyrics/Television-venus.txt
Friction;Marquee Moon;Television;data/lyrics/Television-friction.txt
Marquee Moon;Marquee Moon;Television;data/lyrics/Television-marquee-moon.txt
Elevation;Marquee Moon;Television;data/lyrics/Television-elevation.txt
Guiding Light;Marquee Moon;Television;data/lyrics/Television-guiding-light.txt
Prove It;Marquee Moon;Television;data/lyrics/Television-prove-it.txt
Torn Curtain;Marquee Moon;Television;data/lyrics/Television-torn-curtain.txt
On The Bound;When the Pawn...;Fiona Apple;data/lyrics/Fiona-apple-on-the-bound.txt
To Your Love;When the Pawn...;Fiona Apple;data/lyrics/Fiona-apple-to-your-love.txt
Limp;When the Pawn...;Fiona Apple;data/lyrics/Fiona-apple-limp.txt
Love Ridden;When the Pawn...;Fiona Apple;data/lyrics/Fiona-apple-love-ridden.txt
Paper Bag;When the Pawn...;Fiona Apple;data/lyrics/Fiona-apple-paper-bag.txt
A Mistake;When the Pawn...;Fiona Apple;data/lyrics/Fiona-apple-a-mistake.txt
Fast As You Can;When the Pawn...;Fiona Apple;data/lyrics/Fiona-apple-fast-as-you-can.txt
The Way Things Are;When the Pawn...;Fiona Apple;data/lyrics/Fiona-apple-the-way-things-are.txt
Get Gone;When the Pawn...;Fiona Apple;data/lyrics/Fiona-apple-get-gone.txt
I Know;When the Pawn...;Fiona Apple;data/lyrics/Fiona-apple-i-know.txt
Vicious;Transformer;Lou Reed;data/lyrics/Lou-reed-vicious.txt
Andy's Chest;Transformer;Lou Reed;data/lyrics/Lou-reed-andys-chest.txt
Perfect Day;Transformer;Lou Reed;data/lyrics/Lou-reed-perfect-day.txt
Hangin' 'Round;Transformer;Lou Reed;data/lyrics/Lou-reed-hangin-round.txt
Walk On the Wild Side;Transformer;Lou Reed;data/lyrics/Lou-reed-walk-on-the-wild-side.txt
Make Up;Transformer;Lou Reed;data/lyrics/Lou-reed-make-up.txt
Satellite of Love;Transformer;Lou Reed;data/lyrics/Lou-reed-satellite-of-love.txt
Wagon Wheel;Transformer;Lou Reed;data/lyrics/Lou-reed-wagon-wheel.txt
New York Telephone Conversation;Transformer;Lou Reed;data/lyrics/Lou-reed-new-york-telephone-conversation.txt
I'm So Free;Transformer;Lou Reed;data/lyrics/Lou-reed-im-so-free.txt
Goodnight Ladies;Transformer;Lou Reed;data/lyrics/Lou-reed-goodnight-ladies.txt
Court and Spark;Court and Spark;Joni Mitchell;data/lyrics/Joni-mitchell-court-and-spark.txt
Control;Control;Janet Jackson;data/lyrics/Janet-jackson-control.txt
Nasty;Control;Janet Jackson;data/lyrics/Janet-jackson-nasty.txt
What Have You Done For Me Lately;Control;Janet Jackson;data/lyrics/Janet-jackson-what-have-you-done-for-me-lately.txt
You Can Be Mine;Control;Janet Jackson;data/lyrics/Janet-jackson-you-can-be-mine.txt
The Pleasure Principle;Control;Janet Jackson;data/lyrics/Janet-jackson-the-pleasure-principle.txt
When I Think Of You;Control;Janet Jackson;data/lyrics/Janet-jackson-when-i-think-of-you.txt
He Doesn't Know I'm Alive;Control;Janet Jackson;data/lyrics/Janet-jackson-he-doesnt-know-im-alive.txt
Let's Wait Awhile;Control;Janet Jackson;data/lyrics/Janet-jackson-lets-wait-awhile.txt
Funny How Time Flies (When You're Having Fun);Control;Janet Jackson;data/lyrics/Janet-jackson-funny-how-time-flies-when-youre-having-fun.txt
Funeral For A Friend / Love Lies Bleeding - Remastered 2014;Goodbye Yellow Brick Road;Elton John;data/lyrics/Elton-john-funeral-for-a-friend-love-lies-bleeding.txt
Candle In The Wind - Remastered 2014;Goodbye Yellow Brick Road;Elton John;data/lyrics/Elton-john-candle-in-the-wind.txt
Bennie And The Jets - Remastered 2014;Goodbye Yellow Brick Road;Elton John;data/lyrics/Elton-john-bennie-and-the-jets.txt
Goodbye Yellow Brick Road - Remastered 2014;Goodbye Yellow Brick Road;Elton John;data/lyrics/Elton-john-goodbye-yellow-brick-road.txt
This Song Has No Title - Remastered 2014;Goodbye Yellow Brick Road;Elton John;data/lyrics/Elton-john-this-song-has-no-title.txt
Grey Seal - Remastered 2014;Goodbye Yellow Brick Road;Elton John;data/lyrics/Elton-john-grey-seal.txt
Jamaica Jerk-Off - Remastered 2014;Goodbye Yellow Brick Road;Elton John;
I've Seen That Movie Too - Remastered 2014;Goodbye Yellow Brick Road;Elton John;data/lyrics/Elton-john-ive-seen-that-movie-too.txt
Sweet Painted Lady - Remastered 2014;Goodbye Yellow Brick Road;Elton John;data/lyrics/Elton-john-sweet-painted-lady.txt
The Ballad Of Danny Bailey (1909-1934) - Remastered 2014;Goodbye Yellow Brick Road;Elton John;data/lyrics/Elton-john-the-ballad-of-danny-bailey.txt
Dirty Little Girl - Remastered 2014;Goodbye Yellow Brick Road;Elton John;data/lyrics/Elton-john-dirty-little-girl.txt
All The Girls Love Alice - Remastered 2014;Goodbye Yellow Brick Road;Elton John;data/lyrics/Elton-john-all-the-girls-love-alice.txt
Your Sister Can't Twist (But She Can Rock'n' Roll) - Remastered 2014;Goodbye Yellow Brick Road;Elton John;
Saturday Night’s Alright (For Fighting) - Remastered 2014;Goodbye Yellow Brick Road;Elton John;data/lyrics/Elton-john-saturday-nights-alright-for-fighting-remastered-2014.txt
Roy Rogers - Remastered 2014;Goodbye Yellow Brick Road;Elton John;data/lyrics/Elton-john-roy-rogers.txt
Social Disease - Remastered 2014;Goodbye Yellow Brick Road;Elton John;data/lyrics/Elton-john-social-disease.txt
Harmony - Remastered 2014;Goodbye Yellow Brick Road;Elton John;data/lyrics/Elton-john-harmony.txt
The Queen Is Dead - 2011 Remaster;The Queen Is Dead;The Smiths;data/lyrics/The-smiths-the-queen-is-dead.txt
Frankly, Mr. Shankly - 2011 Remaster;The Queen Is Dead;The Smiths;data/lyrics/The-smiths-frankly-mr-shankly.txt
I Know It's Over - 2011 Remaster;The Queen Is Dead;The Smiths;data/lyrics/The-smiths-i-know-its-over.txt
Never Had No One Ever - 2011 Remaster;The Queen Is Dead;The Smiths;data/lyrics/The-smiths-never-had-no-one-ever.txt
Cemetry Gates - 2011 Remaster;The Queen Is Dead;The Smiths;data/lyrics/The-smiths-cemetry-gates.txt
Bigmouth Strikes Again - 2011 Remaster;The Queen Is Dead;The Smiths;data/lyrics/The-smiths-bigmouth-strikes-again.txt
The Boy with the Thorn in His Side - 2011 Remaster;The Queen Is Dead;The Smiths;data/lyrics/The-smiths-the-boy-with-the-thorn-in-his-side.txt
Vicar in a Tutu - 2011 Remaster;The Queen Is Dead;The Smiths;data/lyrics/The-smiths-vicar-in-a-tutu.txt
There Is a Light That Never Goes Out - 2011 Remaster;The Queen Is Dead;The Smiths;data/lyrics/The-smiths-there-is-a-light-that-never-goes-out.txt
Some Girls Are Bigger Than Others - 2011 Remaster;The Queen Is Dead;The Smiths;data/lyrics/The-smiths-some-girls-are-bigger-than-others.txt
Is This It;Is This It;The Strokes;data/lyrics/The-strokes-is-this-it.txt
The Modern Age;Is This It;The Strokes;data/lyrics/The-strokes-the-modern-age.txt
Soma;Is This It;The Strokes;data/lyrics/The-strokes-soma.txt
Barely Legal;Is This It;The Strokes;data/lyrics/The-strokes-barely-legal.txt
Someday;Is This It;The Strokes;data/lyrics/The-strokes-someday.txt
Alone, Together;Is This It;The Strokes;data/lyrics/The-strokes-alone-together.txt
Last Nite;Is This It;The Strokes;data/lyrics/The-strokes-last-nite.txt
Hard To Explain;Is This It;The Strokes;data/lyrics/The-strokes-hard-to-explain.txt
When It Started;Is This It;The Strokes;data/lyrics/The-strokes-when-it-started.txt
Trying Your Luck;Is This It;The Strokes;data/lyrics/The-strokes-trying-your-luck.txt
Take It Or Leave It;Is This It;The Strokes;data/lyrics/The-strokes-take-it-or-leave-it.txt
Sherane a.k.a Master Splinter’s Daughter;Good Kid, M.A.A.D City;Kendrick Lamar;data/lyrics/Kendrick-lamar-sherane-aka-master-splinters-daughter.txt
Bitch, Don’t Kill My Vibe;Good Kid, M.A.A.D City;Kendrick Lamar;data/lyrics/Kendrick-lamar-bitch-dont-kill-my-vibe.txt
Backseat Freestyle;Good Kid, M.A.A.D City;Kendrick Lamar;data/lyrics/Kendrick-lamar-backseat-freestyle.txt
The Art of Peer Pressure;Good Kid, M.A.A.D City;Kendrick Lamar;data/lyrics/Kendrick-lamar-the-art-of-peer-pressure.txt
Money Trees;Good Kid, M.A.A.D City;Kendrick Lamar;data/lyrics/Kendrick-lamar-money-trees.txt
Poetic Justice;Good Kid, M.A.A.D City;Kendrick Lamar;data/lyrics/Kendrick-lamar-poetic-justice.txt
good kid;Good Kid, M.A.A.D City;Kendrick Lamar;data/lyrics/Kendrick-lamar-good-kid.txt
m.A.A.d city;Good Kid, M.A.A.D City;Kendrick Lamar;data/lyrics/Kendrick-lamar-maad-city.txt
Swimming Pools (Drank) - Extended Version;Good Kid, M.A.A.D City;Kendrick Lamar;data/lyrics/Kendrick-lamar-swimming-pools.txt
Sing About Me, I'm Dying Of Thirst;Good Kid, M.A.A.D City;Kendrick Lamar;data/lyrics/Kendrick-lamar-sing-about-me-im-dying-of-thirst.txt
Real;Good Kid, M.A.A.D City;Kendrick Lamar;data/lyrics/Kendrick-lamar-real.txt
Compton;Good Kid, M.A.A.D City;Kendrick Lamar;data/lyrics/Kendrick-lamar-compton.txt
The Recipe - Bonus Track;Good Kid, M.A.A.D City;Kendrick Lamar;data/lyrics/Kendrick-lamar-the-recipe.txt
Black Boy Fly - Bonus Track;Good Kid, M.A.A.D City;Kendrick Lamar;data/lyrics/Kendrick-lamar-black-boy-fly.txt
Now Or Never - Bonus Track;Good Kid, M.A.A.D City;Kendrick Lamar;data/lyrics/Kendrick-lamar-now-or-never.txt
The Recipe (Black Hippy Remix) - Bonus Track;Good Kid, M.A.A.D City;Kendrick Lamar;data/lyrics/Kendrick-lamar-the-recipe-black-hippy-remix-bonus-track.txt
Bitch, Don’t Kill My Vibe - Remix;Good Kid, M.A.A.D City;Kendrick Lamar;data/lyrics/Kendrick-lamar-bitch-dont-kill-my-vibe-remix.txt
Plainsong - 2010 Remaster;Disintegration;The Cure;data/lyrics/The-cure-plainsong.txt
Pictures of You - 2010 Remaster;Disintegration;The Cure;data/lyrics/The-cure-pictures-of-you.txt
Closedown - 2010 Remaster;Disintegration;The Cure;data/lyrics/The-cure-closedown.txt
Lovesong - 2010 Remaster;Disintegration;The Cure;data/lyrics/The-cure-lovesong.txt
Last Dance - 2010 Remaster;Disintegration;The Cure;data/lyrics/The-cure-last-dance.txt
Lullaby - 2010 Remaster;Disintegration;The Cure;data/lyrics/The-cure-lullaby.txt
Fascination Street - 2010 Remaster;Disintegration;The Cure;data/lyrics/The-cure-fascination-street.txt
Prayers for Rain - 2010 Remaster;Disintegration;The Cure;data/lyrics/The-cure-prayers-for-rain.txt
The Same Deep Water as You - 2010 Remaster;Disintegration;The Cure;data/lyrics/The-cure-the-same-deep-water-as-you.txt
Disintegration - 2010 Remaster;Disintegration;The Cure;data/lyrics/The-cure-disintegration.txt
Homesick - 2010 Remaster;Disintegration;The Cure;data/lyrics/The-cure-homesick.txt
Untitled - 2010 Remaster;Disintegration;The Cure;data/lyrics/The-cure-untitled.txt
