Territorial Pissings;Nevermind;Nirvana;data/lyrics/Nirvana-territorial-pissings.txt
Drain You;Nevermind;Nirvana;data/lyrics/Nirvana-drain-you.txt
Lounge Act;Nevermind;Nirvana;data/lyrics/Nirvana-lounge-act.txt
Stay Away;Nevermind;Nirvana;data/lyrics/Nirvana-stay-away.txt
On A Plain;Nevermind;Nirvana;data/lyrics/Nirvana-on-a-plain.txt
Something In The Way;Nevermind;Nirvana;data/lyrics/Nirvana-something-in-the-way.txt
Endless, Nameless;Nevermind;Nirvana;data/lyrics/Nirvana-endless-nameless.txt
Second Hand News - 2004 Remaster;Rumours;Fleetwood Mac;data/lyrics/Fleetwood-mac-second-hand-news.txt
Dreams - 2004 Remaster;Rumours;Fleetwood Mac;data/lyrics/Fleetwood-mac-dreams.txt
Never Going Back Again - 2004 Remaster;Rumours;Fleetwood Mac;data/lyrics/Fleetwood-mac-never-going-back-again.txt
Don't Stop - 2004 Remaster;Rumours;Fleetwood Mac;data/lyrics/Fleetwood-mac-dont-stop.txt
Go Your Own Way - 2004 Remaster;Rumours;Fleetwood Mac;data/lyrics/Fleetwood-mac-go-your-own-way.txt
Songbird - 2004 Remaster;Rumours;Fleetwood Mac;data/lyrics/Fleetwood-mac-songbird.txt
The Chain - 2004 Remaster;Rumours;Fleetwood Mac;data/lyrics/Fleetwood-mac-the-chain.txt
You Make Loving Fun - 2004 Remaster;Rumours;Fleetwood Mac;data/lyrics/Fleetwood-mac-you-make-loving-fun.txt
I Don't Want to Know - 2004 Remaster;Rumours;Fleetwood Mac;data/lyrics/Fleetwood-mac-i-dont-want-to-know.txt
Oh Daddy - 2004 Remaster;Rumours;Fleetwood Mac;data/lyrics/Fleetwood-mac-oh-daddy.txt
Gold Dust Woman - 2004 Remaster;Rumours;Fleetwood Mac;data/lyrics/Fleetwood-mac-gold-dust-woman.txt
Silver Springs - 2004 Remaster;Rumours;Fleetwood Mac;data/lyrics/Fleetwood-mac-silver-springs.txt
Intro - Live 1977;Rumours;Fleetwood Mac;data/lyrics/Fleetwood-mac-intro-live-1977.txt
Monday Morning - Live at The Fabulous Forum, Inglewood, CA 08/29/77;Rumours;Fleetwood Mac;data/lyrics/Fleetwood-mac-monday-morning.txt
Dreams - Live 1977;Rumours;Fleetwood Mac;data/lyrics/Fleetwood-mac-dreams-live-1977.txt
Don't Stop - Live 1977;Rumours;Fleetwood Mac;data/lyrics/Fleetwood-mac-dont-stop-live-1977.txt
The Chain - Live 1977;Rumours;Fleetwood Mac;data/lyrics/Fleetwood-mac-the-chain-live-1977.txt
Oh Daddy - Live 1977;Rumours;Fleetwood Mac;data/lyrics/Fleetwood-mac-oh-daddy-live-1977.txt
Rhiannon - Live 1977;Rumours;Fleetwood Mac;data/lyrics/Fleetwood-mac-rhiannon-live-1977.txt
Never Going Back Again - Live 1977;Rumours;Fleetwood Mac;data/lyrics/Fleetwood-mac-never-going-back-again-live-1977.txt
"Gold Dust Woman - Live 1977; 2013 Remaster";Rumours;Fleetwood Mac;
"World Turning - Live at The Fabulous Forum, Inglewood, CA 08/29/77; 2013 Remaster";Rumours;Fleetwood Mac;
Go Your Own Way - Live 1977;Rumours;Fleetwood Mac;data/lyrics/Fleetwood-mac-go-your-own-way-live-1977.txt
Songbird - Live 1977;Rumours;Fleetwood Mac;data/lyrics/Fleetwood-mac-songbird-live-1977.txt
Second Hand News - Early Take;Rumours;Fleetwood Mac;data/lyrics/Fleetwood-mac-second-hand-news-early-take.txt
Dreams - Take 2;Rumours;Fleetwood Mac;data/lyrics/Fleetwood-mac-dreams-take-2.txt
Never Going Back Again - Acoustic Duet;Rumours;Fleetwood Mac;data/lyrics/Fleetwood-mac-never-going-back-again-acoustic-duet.txt
Go Your Own Way - Early Take;Rumours;Fleetwood Mac;data/lyrics/Fleetwood-mac-go-your-own-way-early-take.txt
Songbird - Demo;Rumours;Fleetwood Mac;data/lyrics/Fleetwood-mac-songbird-demo.txt
Songbird - Instrumental, Take 10;Rumours;Fleetwood Mac;data/lyrics/Fleetwood-mac-songbird-instrumental-take-10.txt
I Don't Want to Know - Early Take;Rumours;Fleetwood Mac;data/lyrics/Fleetwood-mac-i-dont-want-to-know-early-take.txt
"Keep Me There - Instrumental; 2013 Remaster";Rumours;Fleetwood Mac;
The Chain - Demo;Rumours;Fleetwood Mac;data/lyrics/Fleetwood-mac-the-chain-demo.txt
"Keep Me There - With Vocal; 2013 Remaster";Rumours;Fleetwood Mac;
"Gold Dust Woman - Early Take; 2013 Remaster";Rumours;Fleetwood Mac;
Oh Daddy - Early Take;Rumours;Fleetwood Mac;data/lyrics/Fleetwood-mac-oh-daddy-early-take.txt
Silver Springs - Early Take;Rumours;Fleetwood Mac;data/lyrics/Fleetwood-mac-silver-springs-early-take.txt
"Planets of the Universe - Demo; 2013 Remaster";Rumours;Fleetwood Mac;
"Doesn't Anything Last - Acoustic Duet; 2013 Remaster";Rumours;Fleetwood Mac;
Never Going Back Again - Instrumental;Rumours;Fleetwood Mac;data/lyrics/Fleetwood-mac-never-going-back-again-instrumental.txt
"Second Hand News - Sessions, Roughs & Outtakes; 2004 Remaster";Rumours;Fleetwood Mac;
"Dreams - Sessions, Roughs & Outtakes; 2004 Remaster";Rumours;Fleetwood Mac;
"Brushes (Never Going Back Again) - Sessions, Roughs & Outtakes; 2004 Remaster";Rumours;Fleetwood Mac;
"Don't Stop - Sessions, Roughs & Outtakes; 2004 Remaster";Rumours;Fleetwood Mac;
"Go Your Own Way - Sessions, Roughs & Outtakes; 2004 Remaster";Rumours;Fleetwood Mac;
"Songbird - Sessions, Roughs & Outtakes; 2004 Remaster";Rumours;Fleetwood Mac;
"Silver Springs - Sessions, Roughs & Outtakes; 2004 Remaster";Rumours;Fleetwood Mac;
"You Make Loving Fun - Sessions, Roughs & Outtakes; 2004 Remaster";Rumours;Fleetwood Mac;
Gold Dust Woman #1 - Sessions, Roughs & Outtakes 2004 Remaster;Rumours;Fleetwood Mac;
"Oh Daddy - Sessions, Roughs & Outtakes; 2004 Remaster";Rumours;Fleetwood Mac;
Let's Go Crazy;Purple Rain;Prince;data/lyrics/Prince-lets-go-crazy.txt
Take Me with U;Purple Rain;Prince;data/lyrics/Prince-take-me-with-u.txt
The Beautiful Ones;Purple Rain;Prince;data/lyrics/Prince-the-beautiful-ones.txt
Computer Blue;Purple Rain;Prince;data/lyrics/Prince-computer-blue.txt
Darling Nikki;Purple Rain;Prince;data/lyrics/Prince-darling-nikki.txt
When Doves Cry;Purple Rain;Prince;data/lyrics/Prince-when-doves-cry.txt
I Would Die 4 U;Purple Rain;Prince;data/lyrics/Prince-i-would-die-4-u.txt
Baby I'm a Star;Purple Rain;Prince;data/lyrics/Prince-baby-im-a-star.txt
Purple Rain;Purple Rain;Prince;data/lyrics/Prince-purple-rain.txt
Tangled up in Blue;Blood on the Tracks;Bob Dylan;data/lyrics/Bob-dylan-tangled-up-in-blue.txt
Simple Twist of Fate;Blood on the Tracks;Bob Dylan;data/lyrics/Bob-dylan-simple-twist-of-fate.txt
You're a Big Girl Now;Blood on the Tracks;Bob Dylan;data/lyrics/Bob-dylan-youre-a-big-girl-now.txt
Idiot Wind;Blood on the Tracks;Bob Dylan;data/lyrics/Bob-dylan-idiot-wind.txt
You're Gonna Make Me Lonesome When You Go;Blood on the Tracks;Bob Dylan;data/lyrics/Bob-dylan-youre-gonna-make-me-lonesome-when-you-go.txt
Meet Me in the Morning;Blood on the Tracks;Bob Dylan;data/lyrics/Bob-dylan-meet-me-in-the-morning.txt
Lily, Rosemary and the Jack of Hearts;Blood on the Tracks;Bob Dylan;data/lyrics/Bob-dylan-lily-rosemary-and-the-jack-of-hearts.txt
If You See Her, Say Hello;Blood on the Tracks;Bob Dylan;data/lyrics/Bob-dylan-if-you-see-her-say-hello.txt
Shelter from the Storm;Blood on the Tracks;Bob Dylan;data/lyrics/Bob-dylan-shelter-from-the-storm.txt
Buckets of Rain;Blood on the Tracks;Bob Dylan;data/lyrics/Bob-dylan-buckets-of-rain.txt
Intro;The Miseducation of Lauryn Hill;Lauryn Hill;data/lyrics/Lauryn-hill-intro.txt
Lost Ones;The Miseducation of Lauryn Hill;Lauryn Hill;data/lyrics/Lauryn-hill-lost-ones.txt
Ex-Factor;The Miseducation of Lauryn Hill;Lauryn Hill;
To Zion (feat. Carlos Santana);The Miseducation of Lauryn Hill;Lauryn Hill;data/lyrics/Lauryn-hill-to-zion.txt
Doo Wop (That Thing);The Miseducation of Lauryn Hill;Lauryn Hill;data/lyrics/Lauryn-hill-doo-wop-that-thing.txt
Superstar;The Miseducation of Lauryn Hill;Lauryn Hill;data/lyrics/Lauryn-hill-superstar.txt
Final Hour;The Miseducation of Lauryn Hill;Lauryn Hill;data/lyrics/Lauryn-hill-final-hour.txt
When It Hurts so Bad;The Miseducation of Lauryn Hill;Lauryn Hill;data/lyrics/Lauryn-hill-when-it-hurts-so-bad.txt
I Used to Love Him (feat. Mary J. Blige);The Miseducation of Lauryn Hill;Lauryn Hill;data/lyrics/Lauryn-hill-i-used-to-love-him.txt
Forgive Them Father;The Miseducation of Lauryn Hill;Lauryn Hill;data/lyrics/Lauryn-hill-forgive-them-father.txt
Every Ghetto, Every City;The Miseducation of Lauryn Hill;Lauryn Hill;data/lyrics/Lauryn-hill-every-ghetto-every-city.txt
Nothing Even Matters (feat. D'Angelo);The Miseducation of Lauryn Hill;Lauryn Hill;data/lyrics/Lauryn-hill-nothing-even-matters-feat-dangelo.txt
Everything Is Everything;The Miseducation of Lauryn Hill;Lauryn Hill;data/lyrics/Lauryn-hill-everything-is-everything.txt
The Miseducation of Lauryn Hill;The Miseducation of Lauryn Hill;Lauryn Hill;data/lyrics/Lauryn-hill-the-miseducation-of-lauryn-hill.txt
Can't Take My Eyes Off of You - (I Love You Baby);The Miseducation of Lauryn Hill;Lauryn Hill;data/lyrics/Lauryn-hill-cant-take-my-eyes-off-of-you.txt
Tell Him;The Miseducation of Lauryn Hill;Lauryn Hill;data/lyrics/Lauryn-hill-tell-him.txt
Taxman - Remastered 2009;Revolver;The Beatles;data/lyrics/The-beatles-taxman.txt
Eleanor Rigby - Remastered 2009;Revolver;The Beatles;data/lyrics/The-beatles-eleanor-rigby.txt
I'm Only Sleeping - Remastered 2009;Revolver;The Beatles;data/lyrics/The-beatles-im-only-sleeping.txt
Love You To - Remastered 2009;Revolver;The Beatles;data/lyrics/The-beatles-love-you-to.txt
Here, There And Everywhere - Remastered 2009;Revolver;The Beatles;data/lyrics/The-beatles-here-there-and-everywhere.txt
Yellow Submarine - Remastered 2009;Revolver;The Beatles;data/lyrics/The-beatles-yellow-submarine.txt
She Said She Said - Remastered 2009;Revolver;The Beatles;data/lyrics/The-beatles-she-said-she-said.txt
Good Day Sunshine - Remastered 2009;Revolver;The Beatles;data/lyrics/The-beatles-good-day-sunshine.txt
And Your Bird Can Sing - Remastered 2009;Revolver;The Beatles;data/lyrics/The-beatles-and-your-bird-can-sing.txt
For No One - Remastered 2009;Revolver;The Beatles;data/lyrics/The-beatles-for-no-one.txt
Doctor Robert - Remastered 2009;Revolver;The Beatles;data/lyrics/The-beatles-doctor-robert.txt
I Want To Tell You - Remastered 2009;Revolver;The Beatles;data/lyrics/The-beatles-i-want-to-tell-you.txt
Got To Get You Into My Life - Remastered 2009;Revolver;The Beatles;data/lyrics/The-beatles-got-to-get-you-into-my-life.txt
Tomorrow Never Knows - Remastered 2009;Revolver;The Beatles;data/lyrics/The-beatles-tomorrow-never-knows.txt
Wanna Be Startin' Somethin';Thriller;Michael Jackson;data/lyrics/Michael-jackson-wanna-be-startin-somethin.txt
Baby Be Mine;Thriller;Michael Jackson;data/lyrics/Michael-jackson-baby-be-mine.txt
The Girl Is Mine (with Paul McCartney);Thriller;Michael Jackson;data/lyrics/Michael-jackson-the-girl-is-mine.txt
Thriller;Thriller;Michael Jackson;data/lyrics/Michael-jackson-thriller.txt
Beat It;Thriller;Michael Jackson;data/lyrics/Michael-jackson-beat-it.txt
Billie Jean;Thriller;Michael Jackson;data/lyrics/Michael-jackson-billie-jean.txt
Human Nature;Thriller;Michael Jackson;data/lyrics/Michael-jackson-human-nature.txt
P.Y.T. (Pretty Young Thing);Thriller;Michael Jackson;data/lyrics/Michael-jackson-pyt-pretty-young-thing.txt
The Lady in My Life;Thriller;Michael Jackson;data/lyrics/Michael-jackson-the-lady-in-my-life.txt
"Vincent Price Excerpt From ""Thriller"" Voice-Over Session - Thriller 25th Anniversary Voice-Over Session";Thriller;Michael Jackson;
The Girl Is Mine (2008 with will.i.am) (with will.i.am) - Thriller 25th Anniversary Remix;Thriller;Michael Jackson;data/lyrics/Michael-jackson-the-girl-is-mine.txt
P.Y.T. (Pretty Young Thing) (2008 with will.i.am) (with will.i.am) - Thriller 25th Anniversary Remix;Thriller;Michael Jackson;
Wanna Be Startin' Somethin' (2008 with Akon) (with Akon) - Thriller 25th Anniversary Remix;Thriller;Michael Jackson;data/lyrics/Michael-jackson-wanna-be-startin-somethin.txt
Beat It (2008 with Fergie Remix) (with Fergie) - Thriller 25th Anniversary Remix;Thriller;Michael Jackson;data/lyrics/Michael-jackson-beat-it.txt
Billie Jean (2008 Kayne West Mix) (feat. Kanye West) - Thriller 25th Anniversary Remix;Thriller;Michael Jackson;data/lyrics/Michael-jackson-billie-jean.txt
For All Time;Thriller;Michael Jackson;data/lyrics/Michael-jackson-for-all-time.txt
Voice-Over Intro Quincy Jones Interview #1 / Quincy Jones Interview #1;Thriller;Michael Jackson;
Someone in the Dark;Thriller;Michael Jackson;data/lyrics/Michael-jackson-someone-in-the-dark.txt
Voice-Over Intro Quincy Jones Interview #2/Quincy Jones Interview #2 / Voice-Over Intro Billie Jean (Demo);Thriller;Michael Jackson;
Billie Jean (1981 Home Demo);Thriller;Michael Jackson;data/lyrics/Michael-jackson-billie-jean-1981-home-demo.txt
Quincy Jones Interview #3;Thriller;Michael Jackson;
Voice-Over Intro Rod Temperton Interview #1 / Rod Temperton Interview #1;Thriller;Michael Jackson;
Quincy Jones Interview #4;Thriller;Michael Jackson;
Voice-Over Intro / Voice-Over Session from Thriller;Thriller;Michael Jackson;
Voice-Over Intro Rod Temperton Interview #2 / Rod Temperton Interview #2;Thriller;Michael Jackson;
Quincy Jones Interview #5;Thriller;Michael Jackson;
Carousel;Thriller;Michael Jackson;data/lyrics/Michael-jackson-carousel.txt
Voice-Over Intro Quincy Jones Interview #6 / Quincy Jones Interview #6;Thriller;Michael Jackson;
Billie Jean - Underground Mix;Thriller;Michael Jackson;data/lyrics/Michael-jackson-billie-jean-underground-mix.txt
Thriller - Instrumental;Thriller;Michael Jackson;data/lyrics/Michael-jackson-thriller-instrumental.txt
Respect;I Never Loved a Man the Way I Love You;Aretha Franklin;data/lyrics/Aretha-franklin-respect.txt
Drown in My Own Tears;I Never Loved a Man the Way I Love You;Aretha Franklin;data/lyrics/Aretha-franklin-drown-in-my-own-tears.txt
I Never Loved a Man (The Way I Love You);I Never Loved a Man the Way I Love You;Aretha Franklin;data/lyrics/Aretha-franklin-i-never-loved-a-man-the-way-i-love-you.txt
Soul Serenade;I Never Loved a Man the Way I Love You;Aretha Franklin;data/lyrics/Aretha-franklin-soul-serenade.txt
Don't Let Me Lose This Dream;I Never Loved a Man the Way I Love You;Aretha Franklin;data/lyrics/Aretha-franklin-dont-let-me-lose-this-dream.txt
Baby, Baby, Baby;I Never Loved a Man the Way I Love You;Aretha Franklin;data/lyrics/Aretha-franklin-baby-baby-baby.txt
Dr. Feelgood (Love Is a Serious Business);I Never Loved a Man the Way I Love You;Aretha Franklin;data/lyrics/Aretha-franklin-dr-feelgood-love-is-a-serious-business.txt
Good Times;I Never Loved a Man the Way I Love You;Aretha Franklin;data/lyrics/Aretha-franklin-good-times.txt
Do Right Woman, Do Right Man;I Never Loved a Man the Way I Love You;Aretha Franklin;data/lyrics/Aretha-franklin-do-right-woman-do-right-man.txt
Save Me;I Never Loved a Man the Way I Love You;Aretha Franklin;data/lyrics/Aretha-franklin-save-me.txt
A Change Is Gonna Come;I Never Loved a Man the Way I Love You;Aretha Franklin;data/lyrics/Aretha-franklin-a-change-is-gonna-come.txt
Respect;I Never Loved a Man the Way I Love You;Aretha Franklin;data/lyrics/Aretha-franklin-respect.txt
I Never Loved a Man (The Way I Love You) - Stereo;I Never Loved a Man the Way I Love You;Aretha Franklin;data/lyrics/Aretha-franklin-i-never-loved-a-man.txt
Do Right Woman, Do Right Man;I Never Loved a Man the Way I Love You;Aretha Franklin;data/lyrics/Aretha-franklin-do-right-woman-do-right-man.txt
Rocks Off;Exile on Main St.;The Rolling Stones;data/lyrics/The-rolling-stones-rocks-off.txt
Rip This Joint;Exile on Main St.;The Rolling Stones;data/lyrics/The-rolling-stones-rip-this-joint.txt
Shake Your Hips;Exile on Main St.;The Rolling Stones;data/lyrics/The-rolling-stones-shake-your-hips.txt
Casino Boogie;Exile on Main St.;The Rolling Stones;data/lyrics/The-rolling-stones-casino-boogie.txt
Tumbling Dice;Exile on Main St.;The Rolling Stones;data/lyrics/The-rolling-stones-tumbling-dice.txt
Sweet Virginia;Exile on Main St.;The Rolling Stones;data/lyrics/The-rolling-stones-sweet-virginia.txt
Torn And Frayed;Exile on Main St.;The Rolling Stones;data/lyrics/The-rolling-stones-torn-and-frayed.txt
Sweet Black Angel;Exile on Main St.;The Rolling Stones;data/lyrics/The-rolling-stones-sweet-black-angel.txt
Loving Cup;Exile on Main St.;The Rolling Stones;data/lyrics/The-rolling-stones-loving-cup.txt
Happy;Exile on Main St.;The Rolling Stones;data/lyrics/The-rolling-stones-happy.txt
Turd On The Run;Exile on Main St.;The Rolling Stones;data/lyrics/The-rolling-stones-turd-on-the-run.txt
Ventilator Blues;Exile on Main St.;The Rolling Stones;data/lyrics/The-rolling-stones-ventilator-blues.txt
I Just Want To See His Face;Exile on Main St.;The Rolling Stones;data/lyrics/The-rolling-stones-i-just-want-to-see-his-face.txt
Let It Loose;Exile on Main St.;The Rolling Stones;data/lyrics/The-rolling-stones-let-it-loose.txt
All Down The Line;Exile on Main St.;The Rolling Stones;data/lyrics/The-rolling-stones-all-down-the-line.txt
Stop Breaking Down;Exile on Main St.;The Rolling Stones;data/lyrics/The-rolling-stones-stop-breaking-down.txt
