artist_id,artist_name
23619,lil wayne
37700,t.A.T.u.
93263,Lil Jon
234,Papa Roach
13092319,Gesaffelstein
22681,Justin Timberlake
405322,Empire of the Sun
29247465,Billie Eilish
360057,Owl City
518027,Stromae
11225398,Foster the People
7521,Red Hot Chili Peppers
48290,Fall Out Boy
33124237,Trippie Redd
28849792,The Game
