artist;album;album_release_date;album_ranking;n_tracks;track;track_duration (s)
Juan Gabriel;Siempre En Mi Mente;1978-01-26;27;10;Adiós Cariño;172
Juan Gabriel;Siempre En Mi Mente;1978-01-26;27;10;Mi Oración;218
Juan Gabriel;Siempre En Mi Mente;1978-01-26;27;10;Cómo Me Haces Falta Tú;166
Juan Gabriel;Siempre En Mi Mente;1978-01-26;27;10;Adiós;251
Juan Luis Guerra;Bachata Rosa;1990-01-01;28;10;Rosalía;207
Juan Luis Guerra;Bachata Rosa;1990-01-01;28;10;Como Abeja al Panal;246
Juan Luis Guerra;Bachata Rosa;1990-01-01;28;10;Carta de Amor;280
Juan Luis Guerra;Bachata Rosa;1990-01-01;28;10;Estrellitas y Duendes;266
Juan Luis Guerra;Bachata Rosa;1990-01-01;28;10;A Pedir Su Mano;295
Juan Luis Guerra;Bachata Rosa;1990-01-01;28;10;La Bilirrubina;245
Juan Luis Guerra;Bachata Rosa;1990-01-01;28;10;Burbujas de Amor;251
Juan Luis Guerra;Bachata Rosa;1990-01-01;28;10;Bachata Rosa;257
Juan Luis Guerra;Bachata Rosa;1990-01-01;28;10;Reforéstame;247
Juan Luis Guerra;Bachata Rosa;1990-01-01;28;10;Acompáñeme Civil;299
Juanes;Un Dia Normal;2002-01-01;29;12;A Dios Le Pido;205
Juanes;Un Dia Normal;2002-01-01;29;12;Es Por Ti;251
Juanes;Un Dia Normal;2002-01-01;29;12;Un Día Normal;223
Juanes;Un Dia Normal;2002-01-01;29;12;La Paga;205
Juanes;Un Dia Normal;2002-01-01;29;12;La Única;185
Juanes;Un Dia Normal;2002-01-01;29;12;Luna;213
Juanes;Un Dia Normal;2002-01-01;29;12;Día Lejano;213
Juanes;Un Dia Normal;2002-01-01;29;12;Mala Gente;197
Juanes;Un Dia Normal;2002-01-01;29;12;Fotografía;238
Juanes;Un Dia Normal;2002-01-01;29;12;Desde Que Despierto Hasta Que Duermo;234
Juanes;Un Dia Normal;2002-01-01;29;12;La Historia De Juan;218
Juanes;Un Dia Normal;2002-01-01;29;12;La Noche;176
Julio Iglesias;El Amor;1975;30;10;Abrazame;211
Julio Iglesias;El Amor;1975;30;10;A Veces Tu, A Veces Yo;171
Julio Iglesias;El Amor;1975;30;10;Tema de Amor (Love's Theme);187
Julio Iglesias;El Amor;1975;30;10;Quien;219
Julio Iglesias;El Amor;1975;30;10;Cuidado Amor;240
Julio Iglesias;El Amor;1975;30;10;Quiero;169
Julio Iglesias;El Amor;1975;30;10;El Amor;168
Julio Iglesias;El Amor;1975;30;10;Mi Dulce Señor;214
Julio Iglesias;El Amor;1975;30;10;Dejala;166
Julio Iglesias;El Amor;1975;30;10;Candilejas;253
Linda Ronstadt;Canciones De Mi Padre;1987;31;13;Por Un Amor (For a Love);181
Linda Ronstadt;Canciones De Mi Padre;1987;31;13;Los Laureles (The Laurels);150
Linda Ronstadt;Canciones De Mi Padre;1987;31;13;Hay Unos Ojos (There Are Some Eyes);168
Linda Ronstadt;Canciones De Mi Padre;1987;31;13;La Cigarra (The Cicada);229
Linda Ronstadt;Canciones De Mi Padre;1987;31;13;Tú Sólo Tú (You Only You);192
Linda Ronstadt;Canciones De Mi Padre;1987;31;13;Y Andale (Get on With It);158
Linda Ronstadt;Canciones De Mi Padre;1987;31;13;Rogaciano El Huapanguero (Rogiciano);186
Linda Ronstadt;Canciones De Mi Padre;1987;31
;13;La Charreada (The Charreada);225
Linda Ronstadt;Canciones De Mi Padre;1987;31;13;Dos Arbolitos (Two Little Trees);156
Linda Ronstadt;Canciones De Mi Padre;1987;31;13;Corrido DeCananea (Ballad of Cananea);208
Linda Ronstadt;Canciones De Mi Padre;1987;31;13;La Barca De Guaymas (The Boat from Guaymas);205
Linda Ronstadt;Canciones De Mi Padre;1987;31;13;La Calandria (The Lark);184
Linda Ronstadt;Canciones De Mi Padre;1987;31;13;El Sol Que Tú Eres (The Sun That You Are) - 1999 Remaster;184
Los Tigres Del Norte;Jefe De Jefes;2006-03-07;32;19;Jefe De Jefes;215
Los Tigres Del Norte;Jefe De Jefes;2006-03-07;32;19;El Sucesor;183
Los Tigres Del Norte;Jefe De Jefes;2006-03-07;32;19;Por Debajo Del Agua;198
Los Tigres Del Norte;Jefe De Jefes;2006-03-07;32;19;El Dolor De Un Padre;218
Los Tigres Del Norte;Jefe De Jefes;2006-03-07;32;19;También Las Mujeres Pueden;219
Los Tigres Del Norte;Jefe De Jefes;2006-03-07;32;19;El Rengo Del Gallo Giro;187
Los Tigres Del Norte;Jefe De Jefes;2006-03-07;32;19;Carne Quemada;176
Los Tigres Del Norte;Jefe De Jefes;2006-03-07;32;19;Mis Dos Patrias;213
Los Tigres Del Norte;Jefe De Jefes;2006-03-07;32;19;El Prisionero;202
Los Tigres Del Norte;Jefe De Jefes;2006-03-07;32;19;El Mojado Acaudalado;223
Los Tigres Del Norte;Jefe De Jefes;2006-03-07;32;19;Ni Aquí Ni Allá;215
Los Tigres Del Norte;Jefe De Jefes;2006-03-07;32;19;El Tarasco;222
Los Tigres Del Norte;Jefe De Jefes;2006-03-07;32;19;La Paloma;186
Los Tigres Del Norte;Jefe De Jefes;2006-03-07;32;19;Jesús Amado;189
Los Tigres Del Norte;Jefe De Jefes;2006-03-07;32;19;Lo Que Sembré Allá En La Sierra;181
Los Tigres Del Norte;Jefe De Jefes;2006-03-07;32;19;El Plantón;206
Los Tigres Del Norte;Jefe De Jefes;2006-03-07;32;19;Las Novias Del Traficante;195
Los Tigres Del Norte;Jefe De Jefes;2006-03-07;32;19;El General;206
Los Tigres Del Norte;Jefe De Jefes;2006-03-07;32;19;El Mojado Acaudalado - Acustico Version;277
Luis Miguel;Romance;1991-11-19;33;12;No Me Platiques Más;211
Luis Miguel;Romance;1991-11-19;33;12;Inolvidable;258
Luis Miguel;Romance;1991-11-19;33;12;La Puerta;199
Luis Miguel;Romance;1991-11-19;33;12;La Barca;210
Luis Miguel;Romance;1991-11-19;33;12;Te Extraño;266
Luis Miguel;Romance;1991-11-19;33;12;Usted;223
Luis Miguel;Romance;1991-11-19;33;12;Contigo En La Distancia;204
Luis Miguel;Romance;1991-11-19;33;12;Mucho Corazón;204
Luis Miguel;Romance;1991-11-19;33;12;La Mentira;226
Luis Miguel;Romance;1991-11-19;33;12;Cuando Vuelva a Tu Lado;229
Luis Miguel;Romance;1991-11-19;33;12;No Sé Tú;230
Luis Miguel;Romance;1991-11-19;33;12;Cómo;195
Maná;¿Dónde Jugarán Los Niños?;1992;34;12;De Pies A Cabeza;276
Maná;¿Dónde Jugarán Los Niños?;1992;34;12;Oye Mi Amor;263
Maná;¿Dónde Jugarán Los Niños?;1992;34;12;Cachito;286
Maná;¿Dónde Jugarán Los Niños?;1992;34;12;Vivir Sin Aire;291
Maná;¿Dónde Jugarán Los Niños?;1992;34;12;¿Dónde Jugarán Los Niños?;254
Maná;¿Dónde Jugarán Los Niños?;1992;34;12;El Desierto;251
Maná;¿Dónde Jugarán Los Niños?;1992;34;12;La Chula;250
Maná;¿Dónde Jugarán Los Niños?;1992;34;12;Cómo Te Deseo;270
Maná;¿Dónde Jugarán Los Niños?;1992;34;12;Te Lloré Un Río;293
Maná;¿Dónde Jugarán Los Niños?;1992;34;12;Cómo Diablos;235
Maná;¿Dónde Jugarán Los Niños?;1992;34;12;Huele A Tristeza;287
Maná;¿Dónde Jugarán Los Niños?;1992;34;12;Me Vale;271
Manu Chao;Clandestino;1998-10-06;35;16;Clandestino;149
Manu Chao;Clandestino;1998-10-06;35;16;Desaparecido;227
Manu Chao;Clandestino;1998-10-06;35;16;Bongo Bong;158
Manu Chao;Clandestino;1998-10-06;35;16;Je ne t'aime plus;123
Manu Chao;Clandestino;1998-10-06;35;16;Mentira;277
Manu Chao;Clandestino;1998-10-06;35;16;Lágrimas de oro;178
Manu Chao;Clandestino;1998-10-06;35;16;Mama Call;141
Manu Chao;Clandestino;1998-10-06;35;16;Luna y sol;187
Manu Chao;Clandestino;1998-10-06;35;16;Por el suelo;141
Manu Chao;Clandestino;1998-10-06;35;16;Welcome to Tijuana;244
Manu Chao;Clandestino;1998-10-06;35;16;Día luna...Día pena;90
Manu Chao;Clandestino;1998-10-06;35;16;Malegría;175
Manu Chao;Clandestino;1998-10-06;35;16;La vie à 2;181
Manu Chao;Clandestino;1998-10-06;35;16;Minha galera;142
Manu Chao;Clandestino;1998-10-06;35;16;La despedida;190
Manu Chao;Clandestino;1998-10-06;35;16;El viento;149
Marc Anthony;Todo a Su Tiempo;1995-01-01;36;9;Se Me Sigue Olvidando;294
Marc Anthony;Todo a Su Tiempo;1995-01-01;36;9;Te Conozco Bien;314
Marc Anthony;Todo a Su Tiempo;1995-01-01;36;9;Hasta Ayer;279
Marc Anthony;Todo a Su Tiempo;1995-01-01;36;9;Nadie Como Ella;296
Marc Anthony;Todo a Su Tiempo;1995-01-01;36;9;Te Amare;288
Marc Anthony;Todo a Su Tiempo;1995-01-01;36;9;Llegaste A Mi;296
Marc Anthony;Todo a Su Tiempo;1995-01-01;36;9;Y Sigues Siendo Tu;275
Marc Anthony;Todo a Su Tiempo;1995-01-01;36;9;Por Amar Se Da Todo;299
Marc Anthony;Todo a Su Tiempo;1995-01-01;36;9;Vieja Mesa;264
Marco Antonio Solís;Trozos De Mi Alma;2003-01-01;37;10;Si No Te Hubieras Ido;288
Marco Antonio Solís;Trozos De Mi Alma;2003-01-01;37;10;Amor En Silencio;235
Marco Antonio Solís;Trozos De Mi Alma;2003-01-01;37;10;Se Va Muriendo Mi Alma;271
Marco Antonio Solís;Trozos De Mi Alma;2003-01-01;37;10;Mi Eterno Amor Secreto;224
Marco Antonio Solís;Trozos De Mi Alma;2003-01-01;37;10;Sigue Sin Mí;239
Marco Antonio Solís;Trozos De Mi Alma;2003-01-01;37;10;Si Te Pudiera Mentir;262
Marco Antonio Solís;Trozos De Mi Alma;2003-01-01;37;10;La Ultima Parte;276
Marco Antonio Solís;Trozos De Mi Alma;2003-01-01;37;10;Invéntame;209
Marco Antonio Solís;Trozos De Mi Alma;2003-01-01;37;10;A Que Me Quedo Contigo;257
Marco Antonio Solís;Trozos De Mi Alma;2003-01-01;37;10;El Peor De Mis Fracasos;254
Mercedes Sosa;Homenaje a Violeta Parra;1993-01-01;38;17;Aquellas Pequeñas Cosas (with Joan Manuel Serrat);158
Mercedes Sosa;Homenaje a Violeta Parra;1993-01-01;38;17;Barro Tal Vez (with Luis Alberto Spinetta);226
Mercedes Sosa;Homenaje a Violeta Parra;1993-01-01;38;17;Sea (with Jorge Drexler);219
Mercedes Sosa;Homenaje a Violeta Parra;1993-01-01;38;17;Coração Vagabundo (with Caetano Veloso);228
Mercedes Sosa;Homenaje a Violeta Parra;1993-01-01;38;17;La Maza (with Shakira);258
Mercedes Sosa;Homenaje a Violeta Parra;1993-01-01;38;17;Zamba para Olvidarte (with Diego Torres);302
Mercedes Sosa;Homenaje a Violeta Parra;1993-01-01;38;17;Agua, Fuego, Tierra y Viento (with Soledad);221
Mercedes Sosa;Homenaje a Violeta Parra;1993-01-01;38;17;Celador De Sueños (with Gustavo Santaolalla & Orozco - Barrientos);218
Mercedes Sosa;Homenaje a Violeta Parra;1993-01-01;38;17;Sabiéndose de los Descalzos (with Julieta Venegas);174
Mercedes Sosa;Homenaje a Violeta Parra;1993-01-01;38;17;Himno de Mi Corazón (with León Gieco);250
Mercedes Sosa;Homenaje a Violeta Parra;1993-01-01;38;17;Novicia (with Victor Heredia);284
Mercedes Sosa;Homenaje a Violeta Parra;1993-01-01;38;17;Zamba De Los Adioses (with Dúo Nuevo Cuyo);255
Mercedes Sosa;Homenaje a Violeta Parra;1993-01-01;38;17;Nada (with Maria Graña);230
Mercedes Sosa;Homenaje a Violeta Parra;1993-01-01;38;17;Esa Musiquita (with Teresa Parodi);188
Mercedes Sosa;Homenaje a Violeta Parra;1993-01-01;38;17;Romance De La Luna Tucumana (with Juan Quintero & Luna Monti);257
Mercedes Sosa;Homenaje a Violeta Parra;1993-01-01;38;17;Deja la Vida Volar (with Pedro Aznar);235
Mercedes Sosa;Homenaje a Violeta Parra;1993-01-01;38;17;Pájaro De Rodillas (with Nacha Roldán);223
Paco De Lucia;Fuente Y Caudal;1997-09-23;39;256;Patio Custodio (Bulería);285
Paco De Lucia;Fuente Y Caudal;1997-09-23;39;256;Cositas Buenas (Tangos);263
Paco De Lucia;Fuente Y Caudal;1997-09-23;39;256;Antonia (Bulería Por Soleá);388
Paco De Lucia;Fuente Y Caudal;1997-09-23;39;256;El Dengue (Rumba);243
Paco De Lucia;Fuente Y Caudal;1997-09-23;39;256;Volar (Bulería);331
Paco De Lucia;Fuente Y Caudal;1997-09-23;39;256;El Tesorillo (Tientos);279
Paco De Lucia;Fuente Y Caudal;1997-09-23;39;256;Que Venga El Alba (Bulería);252
Paco De Lucia;Fuente Y Caudal;1997-09-23;39;256;Casa Bernardo (Rumba);254
Paco De Lucia;Fuente Y Caudal;1997-09-23;39;256;Zorongo Gitano;176
Paco De Lucia;Fuente Y Caudal;1997-09-23;39;256;Sevillanas Del Siglo XVIII;189
Paco De Lucia;Fuente Y Caudal;1997-09-23;39;256;Las Morillas De Jaen;174
Paco De Lucia;Fuente Y Caudal;1997-09-23;39;256;Anda Jaleo;240
Paco De Lucia;Fuente Y Caudal;1997-09-23;39;256;Los Mozos De Monleon;180
Paco De Lucia;Fuente Y Caudal;1997-09-23;39;256;Los Reyes De La Baraja;170
Paco De Lucia;Fuente Y Caudal;1997-09-23;39;256;Los Cuatro Muleros;168
Paco De Lucia;Fuente Y Caudal;1997-09-23;39;256;Nana De Sevilla;189
Paco De Lucia;Fuente Y Caudal;1997-09-23;39;256;Cafe De Chinitas;226
Paco De Lucia;Fuente Y Caudal;1997-09-23;39;256;El Vito;171
Paco De Lucia;Fuente Y Caudal;1997-09-23;39;256;Los Peregrinitos;209
Paco De Lucia;Fuente Y Caudal;1997-09-23;39;256;Las Tres Hojas;146
Paco De Lucia;Fuente Y Caudal;1997-09-23;39;256;Malagueña;209
Paco De Lucia;Fuente Y Caudal;1997-09-23;39;256;A Tu Vera;180
Paco De Lucia;Fuente Y Caudal;1997-09-23;39;256;Maria De La O;139
Paco De Lucia;Fuente Y Caudal;1997-09-23;39;256;Moliendo Cafe;146
Paco De Lucia;Fuente Y Caudal;1997-09-23;39;256;Tangos De La Vieja Rica;188
Paco De Lucia;Fuente Y Caudal;1997-09-23;39;256;Sevillanas Populares;160
Paco De Lucia;Fuente Y Caudal;1997-09-23;39;256;Ojos Verdes;166
Paco De Lucia;Fuente Y Caudal;1997-09-23;39;256;La Luna Y El Toro;170
Paco De Lucia;Fuente Y Caudal;1997-09-23;39;256;La Nina De Puerta Oscura;178
Paco De Lucia;Fuente Y Caudal;1997-09-23;39;256;La Carcel De Oro;119
Paco De Lucia;Fuente Y Caudal;1997-09-23;39;256;No Me Digas Que No;179
Paco De Lucia;Fuente Y Caudal;1997-09-23;39;256;El Emigrante;184
Paco De Lucia;Fuente Y Caudal;1997-09-23;39;256;Los Pescadores De Perlas;169
Paco De Lucia;Fuente Y Caudal;1997-09-23;39;256;Tango De La Rosa;187
Paco De Lucia;Fuente Y Caudal;1997-09-23;39;256;Si No Me More;189
Paco De Lucia;Fuente Y Caudal;1997-09-23;39;256;El Amor De Laura;137
Paco De Lucia;Fuente Y Caudal;1997-09-23;39;256;La Luna Sobre Las Ruinas Del Castillo;154
Paco De Lucia;Fuente Y Caudal;1997-09-23;39;256;Celos;150
Paco De Lucia;Fuente Y Caudal;1997-09-23;39;256;La Virgen De La Macarena;237
Paco De Lucia;Fuente Y Caudal;1997-09-23;39;256;Que Sera, Sera;146
Paco De Lucia;Fuente Y Caudal;1997-09-23;39;256;Yo Que No Vivo Sin Ti;141
Paco De Lucia;Fuente Y Caudal;1997-09-23;39;256;Reserva El Ultimo Baile Para Mi;141
Paco De Lucia;Fuente Y Caudal;1997-09-23;39;256;Besame Mucho;192
Paco De Lucia;Fuente Y Caudal;1997-09-23;39;256;Perfidia;159
Paco De Lucia;Fuente Y Caudal;1997-09-23;39;256;Almoraima;324
Paco De Lucia;Fuente Y Caudal;1997-09-23;39;256;Cueva Del Gato;343
Paco De Lucia;Fuente Y Caudal;1997-09-23;39;256;El Cobre;189
Paco De Lucia;Fuente Y Caudal;1997-09-23;39;256;A La Perla De Cadiz;266
Paco De Lucia;Fuente Y Caudal;1997-09-23;39;256;Ole;257
Paco De Lucia;Fuente Y Caudal;1997-09-23;39;256;Plaza Alta;369
Paco De Lucia;Fuente Y Caudal;1997-09-23;39;256;Rio Ancho;268
Paco De Lucia;Fuente Y Caudal;1997-09-23;39;256;Llanos Del Real;218
Paco De Lucia;Fuente Y Caudal;1997-09-23;39;256;Que Viene El Coco;166
Paco De Lucia;Fuente Y Caudal;1997-09-23;39;256;La Zarzamora;146
Paco De Lucia;Fuente Y Caudal;1997-09-23;39;256;Canción Del Rio;203
Paco De Lucia;Fuente Y Caudal;1997-09-23;39;256;Al Conquero;146
Paco De Lucia;Fuente Y Caudal;1997-09-23;39;256;Los Piconeros;156
Paco De Lucia;Fuente Y Caudal;1997-09-23;39;256;Roja De Celos;181
Paco De Lucia;Fuente Y Caudal;1997-09-23;39;256;Pepa Banderas;147
Paco De Lucia;Fuente Y Caudal;1997-09-23;39;256;El Inclusero;185
Paco De Lucia;Fuente Y Caudal;1997-09-23;39;256;Limosna De Amores;153
Paco De Lucia;Fuente Y Caudal;1997-09-23;39;256;Romance Gitano;179
Paco De Lucia;Fuente Y Caudal;1997-09-23;39;256;Te Lo Juro Yo;157
Paco De Lucia;Fuente Y Caudal;1997-09-23;39;256;Abril En Sevilla;164
Paco De Lucia;Fuente Y Caudal;1997-09-23;39;256;Monasterio De Sal;284
Paco De Lucia;Fuente Y Caudal;1997-09-23;39;256;Gitanos Andaluces;295
Paco De Lucia;Fuente Y Caudal;1997-09-23;39;256;Castro Marin;253
Paco De Lucia;Fuente Y Caudal;1997-09-23;39;256;Herencia;336
Paco De Lucia;Fuente Y Caudal;1997-09-23;39;256;Convite;309
Paco De Lucia;Fuente Y Caudal;1997-09-23;39;256;Palenque;442
Paco De Lucia;Fuente Y Caudal;1997-09-23;39;256;Huida;239
Paco De Lucia;Fuente Y Caudal;1997-09-23;39;256;Concierto De Aranjuez: 1. Allegro Con Spirito;346
Paco De Lucia;Fuente Y Caudal;1997-09-23;39;256;Concierto De Aranjuez: 2. Adagio;692
Paco De Lucia;Fuente Y Caudal;1997-09-23;39;256;Concierto De Aranjuez: 3. Allegro Gentile;326
Paco De Lucia;Fuente Y Caudal;1997-09-23;39;256;Iberia: 1. Triana;299
Paco De Lucia;Fuente Y Caudal;1997-09-23;39;256;Iberia: 2. Albaicin;447
Paco De Lucia;Fuente Y Caudal;1997-09-23;39;256;Iberia: 3. Puerto;224
Paco De Lucia;Fuente Y Caudal;1997-09-23;39;256;Jerez En Fiestas;231
Paco De Lucia;Fuente Y Caudal;1997-09-23;39;256;En La Alcazaba;297
Paco De Lucia;Fuente Y Caudal;1997-09-23;39;256;Gaditanas;222
Paco De Lucia;Fuente Y Caudal;1997-09-23;39;256;Tientos Del Amanecer;251
Paco De Lucia;Fuente Y Caudal;1997-09-23;39;256;Guajira Flamenca;228
Paco De Lucia;Fuente Y Caudal;1997-09-23;39;256;Real De La Feria;168
Paco De Lucia;Fuente Y Caudal;1997-09-23;39;256;Taconeo Gitano;180
Paco De Lucia;Fuente Y Caudal;1997-09-23;39;256;Sortilegio;257
Paco De Lucia;Fuente Y Caudal;1997-09-23;39;256;Seguiriya Tradicional;247
Paco De Lucia;Fuente Y Caudal;1997-09-23;39;256;Entre Arrayanes;225
Paco De Lucia;Fuente Y Caudal;1997-09-23;39;256;Fuente De Carmona;258
Paco De Lucia;Fuente Y Caudal;1997-09-23;39;256;La Caleta;219
Paco De Lucia;Fuente Y Caudal;1997-09-23;39;256;Cielito Lindo;158
Paco De Lucia;Fuente Y Caudal;1997-09-23;39;256;Alma Llanera;176
Paco De Lucia;Fuente Y Caudal;1997-09-23;39;256;Mañana de Carnaval;165
Paco De Lucia;Fuente Y Caudal;1997-09-23;39;256;El Jarabe Tapatio;143
Paco De Lucia;Fuente Y Caudal;1997-09-23;39;256;La Flor De La Canela;152
Paco De Lucia;Fuente Y Caudal;1997-09-23;39;256;A Pesar De Todo;144
Paco De Lucia;Fuente Y Caudal;1997-09-23;39;256;Siboney;165
Paco De Lucia;Fuente Y Caudal;1997-09-23;39;256;Granada;164
Paco De Lucia;Fuente Y Caudal;1997-09-23;39;256;Fina Estampa;105
Paco De Lucia;Fuente Y Caudal;1997-09-23;39;256;Virgen De Amor;143
Paco De Lucia;Fuente Y Caudal;1997-09-23;39;256;Malaguena Salerosa;149
Paco De Lucia;Fuente Y Caudal;1997-09-23;39;256;Tomo Y Obligo;129
Paco De Lucia;Fuente Y Caudal;1997-09-23;39;256;Percusion Flamenca;225
Paco De Lucia;Fuente Y Caudal;1997-09-23;39;256;Barrio La Vina;208
Paco De Lucia;Fuente Y Caudal;1997-09-23;39;256;Doblan Campanas;347
Paco De Lucia;Fuente Y Caudal;1997-09-23;39;256;Farruca De Lucia;278
Paco De Lucia;Fuente Y Caudal;1997-09-23;39;256;Tientos De El Mentidero;210
Paco De Lucia;Fuente Y Caudal;1997-09-23;39;256;Farolillo De Feria;249
Paco De Lucia;Fuente Y Caudal;1997-09-23;39;256;De Madruga;195
Paco De Lucia;Fuente Y Caudal;1997-09-23;39;256;Cuando Canta El Gallo;232
Paco De Lucia;Fuente Y Caudal;1997-09-23;39;256;Punta Del Faro;241
Paco De Lucia;Fuente Y Caudal;1997-09-23;39;256;Canastera;250
Paco De Lucia;Fuente Y Caudal;1997-09-23;39;256;Guajiras De Lucia;194
Paco De Lucia;Fuente Y Caudal;1997-09-23;39;256;Con El Pensamiento;279
Paco De Lucia;Fuente Y Caudal;1997-09-23;39;256;El Tempul;219
Paco De Lucia;Fuente Y Caudal;1997-09-23;39;256;Al Puerto;289
Paco De Lucia;Fuente Y Caudal;1997-09-23;39;256;Maria De Los Dolores;207
Paco De Lucia;Fuente Y Caudal;1997-09-23;39;256;Taconeo Gitano;180
Paco De Lucia;Fuente Y Caudal;1997-09-23;39;256;Callecita Que Subes;296
Paco De Lucia;Fuente Y Caudal;1997-09-23;39;256;Recuerdos;187
Paco De Lucia;Fuente Y Caudal;1997-09-23;39;256;El Impetu;179
Paco De Lucia;Fuente Y Caudal;1997-09-23;39;256;El Rinconcillo;171
Paco De Lucia;Fuente Y Caudal;1997-09-23;39;256;Aires De Linares;364
Paco De Lucia;Fuente Y Caudal;1997-09-23;39;256;Mi Inspiración;188
Paco De Lucia;Fuente Y Caudal;1997-09-23;39;256;Guajiras De Lucia;200
Paco De Lucia;Fuente Y Caudal;1997-09-23;39;256;Mantilla De Feria;195
Paco De Lucia;Fuente Y Caudal;1997-09-23;39;256;El Tempul;206
Paco De Lucia;Fuente Y Caudal;1997-09-23;39;256;Panaderos Flamencos;155
Paco De Lucia;Fuente Y Caudal;1997-09-23;39;256;Generalife Bajo La Luna;278
Paco De Lucia;Fuente Y Caudal;1997-09-23;39;256;Fiesta En Moguer;194
Paco De Lucia;Fuente Y Caudal;1997-09-23;39;256;Lamento Minero;259
Paco De Lucia;Fuente Y Caudal;1997-09-23;39;256;Celosa;186
Paco De Lucia;Fuente Y Caudal;1997-09-23;39;256;Entre Dos Aguas;362
Paco De Lucia;Fuente Y Caudal;1997-09-23;39;256;Aires Choqueros;256
Paco De Lucia;Fuente Y Caudal;1997-09-23;39;256;Reflejo De Luna;234
Paco De Lucia;Fuente Y Caudal;1997-09-23;39;256;Solera;222
Paco De Lucia;Fuente Y Caudal;1997-09-23;39;256;Fuente Y Caudal;314
Paco De Lucia;Fuente Y Caudal;1997-09-23;39;256;Cepa Andaluza;348
Paco De Lucia;Fuente Y Caudal;1997-09-23;39;256;Los Pinares;215
Paco De Lucia;Fuente Y Caudal;1997-09-23;39;256;Plaza De San Juan;192
Paco De Lucia;Fuente Y Caudal;1997-09-23;39;256;La Estiba;351
Paco De Lucia;Fuente Y Caudal;1997-09-23;39;256;Beyond The Mirage;370
Paco De Lucia;Fuente Y Caudal;1997-09-23;39;256;Midsummer Night;277
Paco De Lucia;Fuente Y Caudal;1997-09-23;39;256;Manhã De Carnaval;372
Paco De Lucia;Fuente Y Caudal;1997-09-23;39;256;Letter From India;234
Paco De Lucia;Fuente Y Caudal;1997-09-23;39;256;Espiritu;330
Paco De Lucia;Fuente Y Caudal;1997-09-23;39;256;Le monastère dans les montagnes;374
Paco De Lucia;Fuente Y Caudal;1997-09-23;39;256;Azzura;478
Paco De Lucia;Fuente Y Caudal;1997-09-23;39;256;Cardeosa;396
Paco De Lucia;Fuente Y Caudal;1997-09-23;39;256;Gitanos Trianeros;222
Paco De Lucia;Fuente Y Caudal;1997-09-23;39;256;Llanto A Cadiz;206
Paco De Lucia;Fuente Y Caudal;1997-09-23;39;256;Recuerdo A Patino;188
Paco De Lucia;Fuente Y Caudal;1997-09-23;39;256;Punta Umbria;203
Paco De Lucia;Fuente Y Caudal;1997-09-23;39;256;Jerezana;183
Paco De Lucia;Fuente Y Caudal;1997-09-23;39;256;Viva La Union;282
Paco De Lucia;Fuente Y Caudal;1997-09-23;39;256;Llora La Siguiriya;195
Paco De Lucia;Fuente Y Caudal;1997-09-23;39;256;En La Caleta;203
Paco De Lucia;Fuente Y Caudal;1997-09-23;39;256;Impetu;176
Paco De Lucia;Fuente Y Caudal;1997-09-23;39;256;El Tajo;212
Paco De Lucia;Fuente Y Caudal;1997-09-23;39;256;Mi Nino Curro - Live In America / 1993;510
Paco De Lucia;Fuente Y Caudal;1997-09-23;39;256;La Barrosa - Live In America / 1993;295
Paco De Lucia;Fuente Y Caudal;1997-09-23;39;256;Alcazar De Sevilla - Live In America / 1993;534
Paco De Lucia;Fuente Y Caudal;1997-09-23;39;256;Peroche - Live In America / 1993;388
Paco De Lucia;Fuente Y Caudal;1997-09-23;39;256;Tio Sabas - Live In America / 1993;395
Paco De Lucia;Fuente Y Caudal;1997-09-23;39;256;Soniquete - Live In America / 1993;409
Paco De Lucia;Fuente Y Caudal;1997-09-23;39;256;Zyryab - Live In America / 1993;773
Paco De Lucia;Fuente Y Caudal;1997-09-23;39;256;Buana Buana King Kong - Live In America / 1993;315
Paco De Lucia;Fuente Y Caudal;1997-09-23;39;256;Palenque - Live In Spain / 1984;493
Paco De Lucia;Fuente Y Caudal;1997-09-23;39;256;Alta Mar - Live In Spain / 1984;700
Paco De Lucia;Fuente Y Caudal;1997-09-23;39;256;Solo Quiero Caminar - Live In Spain / 1984;589
Paco De Lucia;Fuente Y Caudal;1997-09-23;39;256;Chiquito - Live In Spain / 1984;357
Paco De Lucia;Fuente Y Caudal;1997-09-23;39;256;Gitanos Andaluces - Live In Italy / 1984;327
Paco De Lucia;Fuente Y Caudal;1997-09-23;39;256;Rio De La Miel;307
Paco De Lucia;Fuente Y Caudal;1997-09-23;39;256;La Villa Vieja;410
Paco De Lucia;Fuente Y Caudal;1997-09-23;39;256;Calle Municion;335
Paco De Lucia;Fuente Y Caudal;1997-09-23;39;256;Me Regale;334
Paco De Lucia;Fuente Y Caudal;1997-09-23;39;256;Luzia;338
Paco De Lucia;Fuente Y Caudal;1997-09-23;39;256;Manteca Colora;296
Paco De Lucia;Fuente Y Caudal;1997-09-23;39;256;El Chorruelo;356
Paco De Lucia;Fuente Y Caudal;1997-09-23;39;256;Camaron;367
Paco De Lucia;Fuente Y Caudal;1997-09-23;39;256;Amapola;174
Paco De Lucia;Fuente Y Caudal;1997-09-23;39;256;Pajaro Chogui;155
Paco De Lucia;Fuente Y Caudal;1997-09-23;39;256;Yo Vendo Unos Ojos Negros;120
