artist_id,artist_name
33491453,Drake
33491954,Bad Bunny
49581672,Ed Sheeran
13937035,The Weeknd
259675,Taylor Swift
33491916,Justin Bieber
13958599,Ariana Grande
426,Eminem
28444515,Post Malone
49252140,BTS
14160589,J Balvin
33091467,Kanye West
29247465,Billie Eilish
35682127,Juice WRLD
33491593,Dua Lipa
